Indicator 59 Monthly electricity usage at Australian Antarctic Stations,,,,,,,,,
Date,Latitude,Longitude,Place,Parameter,Value,Error,Unit of measure,,
Feb-93,-66.28180556,110.5276111,Casey,Station electricity usage,145762,,kWh,,
Feb-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,40638,,kWh,,
Mar-93,-67.60269444,62.87380556,Mawson,Station electricity usage,179051,,kWh,,
Mar-93,-68.57661111,77.96738889,Davis,Station electricity usage,132921,,kWh,,
Mar-93,-66.28180556,110.5276111,Casey,Station electricity usage,149834,,kWh,,
Mar-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,44877,,kWh,,
Apr-93,-67.60269444,62.87380556,Mawson,Station electricity usage,189779,,kWh,,
Apr-93,-68.57661111,77.96738889,Davis,Station electricity usage,151049,,kWh,,
Apr-93,-66.28180556,110.5276111,Casey,Station electricity usage,130426,,kWh,,
Apr-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,39558,,kWh,,
May-93,-67.60269444,62.87380556,Mawson,Station electricity usage,206185,,kWh,,
May-93,-68.57661111,77.96738889,Davis,Station electricity usage,173252,,kWh,,
May-93,-66.28180556,110.5276111,Casey,Station electricity usage,149520,,kWh,,
May-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,42720,,kWh,,
Jun-93,-67.60269444,62.87380556,Mawson,Station electricity usage,197923,,kWh,,
Jun-93,-68.57661111,77.96738889,Davis,Station electricity usage,167074,,kWh,,
Jun-93,-66.28180556,110.5276111,Casey,Station electricity usage,146880,,kWh,,
Jun-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,42933,,kWh,,
Jul-93,-67.60269444,62.87380556,Mawson,Station electricity usage,203385,,kWh,,
Jul-93,-68.57661111,77.96738889,Davis,Station electricity usage,152462,,kWh,,
Jul-93,-66.28180556,110.5276111,Casey,Station electricity usage,146160,,kWh,,
Jul-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,44631,,kWh,,
Aug-93,-67.60269444,62.87380556,Mawson,Station electricity usage,198118,,kWh,,
Aug-93,-68.57661111,77.96738889,Davis,Station electricity usage,194815,,kWh,,
Aug-93,-66.28180556,110.5276111,Casey,Station electricity usage,,,kWh,,
Aug-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,45604,,kWh,,
Sep-93,-67.60269444,62.87380556,Mawson,Station electricity usage,187794,,kWh,,
Sep-93,-68.57661111,77.96738889,Davis,Station electricity usage,180090,,kWh,,
Sep-93,-66.28180556,110.5276111,Casey,Station electricity usage,175706,,kWh,,
Sep-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,42705,,kWh,,
Oct-93,-67.60269444,62.87380556,Mawson,Station electricity usage,179090,,kWh,,
Oct-93,-68.57661111,77.96738889,Davis,Station electricity usage,145452,,kWh,,
Oct-93,-66.28180556,110.5276111,Casey,Station electricity usage,187729,,kWh,,
Oct-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,44660,,kWh,,
Nov-93,-67.60269444,62.87380556,Mawson,Station electricity usage,161825,,kWh,,
Nov-93,-68.57661111,77.96738889,Davis,Station electricity usage,161714,,kWh,,
Nov-93,-66.28180556,110.5276111,Casey,Station electricity usage,127286,,kWh,,
Nov-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,43862,,kWh,,
Dec-93,-67.60269444,62.87380556,Mawson,Station electricity usage,181536,,kWh,,
Dec-93,-68.57661111,77.96738889,Davis,Station electricity usage,159050,,kWh,,
Dec-93,-66.28180556,110.5276111,Casey,Station electricity usage,127982,,kWh,,
Dec-93,-54.61988889,158.861,Macquarie Island,Station electricity usage,44251,,kWh,,
Jan-94,-67.60269444,62.87380556,Mawson,Station electricity usage,171500,,kWh,,
Jan-94,-68.57661111,77.96738889,Davis,Station electricity usage,175369,,kWh,,
Jan-94,-66.28180556,110.5276111,Casey,Station electricity usage,125476,,kWh,,
Jan-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,43015,,kWh,,
Feb-94,-67.60269444,62.87380556,Mawson,Station electricity usage,173657,,kWh,,
Feb-94,-68.57661111,77.96738889,Davis,Station electricity usage,164940,,kWh,,
Feb-94,-66.28180556,110.5276111,Casey,Station electricity usage,114783,,kWh,,
Feb-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,38200,,kWh,,
Mar-94,-67.60269444,62.87380556,Mawson,Station electricity usage,194716,,kWh,,
Mar-94,-68.57661111,77.96738889,Davis,Station electricity usage,180826,,kWh,,
Mar-94,-66.28180556,110.5276111,Casey,Station electricity usage,129235,,kWh,,
Mar-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,43660,,kWh,,
Apr-94,-67.60269444,62.87380556,Mawson,Station electricity usage,198951,,kWh,,
Apr-94,-68.57661111,77.96738889,Davis,Station electricity usage,200969,,kWh,,
Apr-94,-66.28180556,110.5276111,Casey,Station electricity usage,135816,,kWh,,
Apr-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,44070,,kWh,,
May-94,-67.60269444,62.87380556,Mawson,Station electricity usage,210663,,kWh,,
May-94,-68.57661111,77.96738889,Davis,Station electricity usage,213987,,kWh,,
May-94,-66.28180556,110.5276111,Casey,Station electricity usage,147826,,kWh,,
May-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,46540,,kWh,,
Jun-94,-67.60269444,62.87380556,Mawson,Station electricity usage,191390,,kWh,,
Jun-94,-68.57661111,77.96738889,Davis,Station electricity usage,185846,,kWh,,
Jun-94,-66.28180556,110.5276111,Casey,Station electricity usage,143346,,kWh,,
Jun-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,48500,,kWh,,
Jul-94,-67.60269444,62.87380556,Mawson,Station electricity usage,207354,,kWh,,
Jul-94,-68.57661111,77.96738889,Davis,Station electricity usage,205586,,kWh,,
Jul-94,-66.28180556,110.5276111,Casey,Station electricity usage,143451,,kWh,,
Jul-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,50790,,kWh,,
Aug-94,-67.60269444,62.87380556,Mawson,Station electricity usage,215036,,kWh,,
Aug-94,-68.57661111,77.96738889,Davis,Station electricity usage,214498,,kWh,,
Aug-94,-66.28180556,110.5276111,Casey,Station electricity usage,164642,,kWh,,
Aug-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,51090,,kWh,,
Sep-94,-67.60269444,62.87380556,Mawson,Station electricity usage,198832,,kWh,,
Sep-94,-68.57661111,77.96738889,Davis,Station electricity usage,203233,,kWh,,
Sep-94,-66.28180556,110.5276111,Casey,Station electricity usage,167743,,kWh,,
Sep-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,47094,,kWh,,
Oct-94,-67.60269444,62.87380556,Mawson,Station electricity usage,190548,,kWh,,
Oct-94,-68.57661111,77.96738889,Davis,Station electricity usage,214074,,kWh,,
Oct-94,-66.28180556,110.5276111,Casey,Station electricity usage,145136,,kWh,,
Oct-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,44617,,kWh,,
Nov-94,-67.60269444,62.87380556,Mawson,Station electricity usage,182124,,kWh,,
Nov-94,-68.57661111,77.96738889,Davis,Station electricity usage,186660,,kWh,,
Nov-94,-66.28180556,110.5276111,Casey,Station electricity usage,136185,,kWh,,
Nov-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,38057,,kWh,,
Dec-94,-67.60269444,62.87380556,Mawson,Station electricity usage,172340,,kWh,,
Dec-94,-68.57661111,77.96738889,Davis,Station electricity usage,172753,,kWh,,
Dec-94,-66.28180556,110.5276111,Casey,Station electricity usage,130449,,kWh,,
Dec-94,-54.61988889,158.861,Macquarie Island,Station electricity usage,52882,,kWh,,
Jan-95,-67.60269444,62.87380556,Mawson,Station electricity usage,177596,,kWh,,
Jan-95,-68.57661111,77.96738889,Davis,Station electricity usage,165939,,kWh,,
Jan-95,-66.28180556,110.5276111,Casey,Station electricity usage,129790,,kWh,,
Jan-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,46757,,kWh,,
Feb-95,-67.60269444,62.87380556,Mawson,Station electricity usage,161417,,kWh,,
Feb-95,-68.57661111,77.96738889,Davis,Station electricity usage,170122,,kWh,,
Feb-95,-66.28180556,110.5276111,Casey,Station electricity usage,117325,,kWh,,
Feb-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,42432,,kWh,,
Mar-95,-67.60269444,62.87380556,Mawson,Station electricity usage,210419,,kWh,,
Mar-95,-68.57661111,77.96738889,Davis,Station electricity usage,188279,,kWh,,
Mar-95,-66.28180556,110.5276111,Casey,Station electricity usage,142194,,kWh,,
Mar-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,49307,,kWh,,
Apr-95,-67.60269444,62.87380556,Mawson,Station electricity usage,194366,,kWh,,
Apr-95,-68.57661111,77.96738889,Davis,Station electricity usage,160483,,kWh,,
Apr-95,-66.28180556,110.5276111,Casey,Station electricity usage,148442,,kWh,,
Apr-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,48737,,kWh,,
May-95,-67.60269444,62.87380556,Mawson,Station electricity usage,217484,,kWh,,
May-95,-68.57661111,77.96738889,Davis,Station electricity usage,164612,,kWh,,
May-95,-66.28180556,110.5276111,Casey,Station electricity usage,150110,,kWh,,
May-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,49990,,kWh,,
Jun-95,-67.60269444,62.87380556,Mawson,Station electricity usage,214907,,kWh,,
Jun-95,-68.57661111,77.96738889,Davis,Station electricity usage,165821,,kWh,,
Jun-95,-66.28180556,110.5276111,Casey,Station electricity usage,139898,,kWh,,
Jun-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,49161,,kWh,,
Jul-95,-67.60269444,62.87380556,Mawson,Station electricity usage,202772,,kWh,,
Jul-95,-68.57661111,77.96738889,Davis,Station electricity usage,160169,,kWh,,
Jul-95,-66.28180556,110.5276111,Casey,Station electricity usage,153936,,kWh,,
Jul-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,50901,,kWh,,
Aug-95,-67.60269444,62.87380556,Mawson,Station electricity usage,223804,,kWh,,
Aug-95,-68.57661111,77.96738889,Davis,Station electricity usage,168199,,kWh,,
Aug-95,-66.28180556,110.5276111,Casey,Station electricity usage,136600,,kWh,,
Aug-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,48860,,kWh,,
Sep-95,-67.60269444,62.87380556,Mawson,Station electricity usage,207154,,kWh,,
Sep-95,-68.57661111,77.96738889,Davis,Station electricity usage,154575,,kWh,,
Sep-95,-66.28180556,110.5276111,Casey,Station electricity usage,129720,,kWh,,
Sep-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,49355,,kWh,,
Oct-95,-67.60269444,62.87380556,Mawson,Station electricity usage,201505,,kWh,,
Oct-95,-68.57661111,77.96738889,Davis,Station electricity usage,178379,,kWh,,
Oct-95,-66.28180556,110.5276111,Casey,Station electricity usage,132513,,kWh,,
Oct-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,53018,,kWh,,
Nov-95,-67.60269444,62.87380556,Mawson,Station electricity usage,178051,,kWh,,
Nov-95,-68.57661111,77.96738889,Davis,Station electricity usage,169054,,kWh,,
Nov-95,-66.28180556,110.5276111,Casey,Station electricity usage,127097,,kWh,,
Nov-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,52037,,kWh,,
Dec-95,-67.60269444,62.87380556,Mawson,Station electricity usage,174160,,kWh,,
Dec-95,-68.57661111,77.96738889,Davis,Station electricity usage,170467,,kWh,,
Dec-95,-66.28180556,110.5276111,Casey,Station electricity usage,127610,,kWh,,
Dec-95,-54.61988889,158.861,Macquarie Island,Station electricity usage,53038,,kWh,,
Jan-96,-67.60269444,62.87380556,Mawson,Station electricity usage,162977,,kWh,,
Jan-96,-68.57661111,77.96738889,Davis,Station electricity usage,169078,,kWh,,
Jan-96,-66.28180556,110.5276111,Casey,Station electricity usage,128296,,kWh,,
Jan-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,49192,,kWh,,
Feb-96,-67.60269444,62.87380556,Mawson,Station electricity usage,159970,,kWh,,
Feb-96,-68.57661111,77.96738889,Davis,Station electricity usage,169306,,kWh,,
Feb-96,-66.28180556,110.5276111,Casey,Station electricity usage,134077,,kWh,,
Feb-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,49479,,kWh,,
Mar-96,-67.60269444,62.87380556,Mawson,Station electricity usage,196460,,kWh,,
Mar-96,-68.57661111,77.96738889,Davis,Station electricity usage,196665,,kWh,,
Mar-96,-66.28180556,110.5276111,Casey,Station electricity usage,151140,,kWh,,
Mar-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,54662,,kWh,,
Apr-96,-67.60269444,62.87380556,Mawson,Station electricity usage,188630,,kWh,,
Apr-96,-68.57661111,77.96738889,Davis,Station electricity usage,183969,,kWh,,
Apr-96,-66.28180556,110.5276111,Casey,Station electricity usage,142410,,kWh,,
Apr-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,55536,,kWh,,
May-96,-67.60269444,62.87380556,Mawson,Station electricity usage,214241,,kWh,,
May-96,-68.57661111,77.96738889,Davis,Station electricity usage,175092,,kWh,,
May-96,-66.28180556,110.5276111,Casey,Station electricity usage,142069,,kWh,,
May-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,58180,,kWh,,
Jun-96,-67.60269444,62.87380556,Mawson,Station electricity usage,194263,,kWh,,
Jun-96,-68.57661111,77.96738889,Davis,Station electricity usage,165542,,kWh,,
Jun-96,-66.28180556,110.5276111,Casey,Station electricity usage,138172,,kWh,,
Jun-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,57641,,kWh,,
Jul-96,-67.60269444,62.87380556,Mawson,Station electricity usage,203673,,kWh,,
Jul-96,-68.57661111,77.96738889,Davis,Station electricity usage,176510,,kWh,,
Jul-96,-66.28180556,110.5276111,Casey,Station electricity usage,137327,,kWh,,
Jul-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,57824,,kWh,,
Aug-96,-67.60269444,62.87380556,Mawson,Station electricity usage,197839,,kWh,,
Aug-96,-68.57661111,77.96738889,Davis,Station electricity usage,171525,,kWh,,
Aug-96,-66.28180556,110.5276111,Casey,Station electricity usage,140993,,kWh,,
Aug-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,57689,,kWh,,
Sep-96,-67.60269444,62.87380556,Mawson,Station electricity usage,189485,,kWh,,
Sep-96,-68.57661111,77.96738889,Davis,Station electricity usage,163835,,kWh,,
Sep-96,-66.28180556,110.5276111,Casey,Station electricity usage,131585,,kWh,,
Sep-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,54164,,kWh,,
Oct-96,-67.60269444,62.87380556,Mawson,Station electricity usage,190873,,kWh,,
Oct-96,-68.57661111,77.96738889,Davis,Station electricity usage,175812,,kWh,,
Oct-96,-66.28180556,110.5276111,Casey,Station electricity usage,153952,,kWh,,
Oct-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,61855,,kWh,,
Nov-96,-67.60269444,62.87380556,Mawson,Station electricity usage,169907,,kWh,,
Nov-96,-68.57661111,77.96738889,Davis,Station electricity usage,170468,,kWh,,
Nov-96,-66.28180556,110.5276111,Casey,Station electricity usage,134396,,kWh,,
Nov-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,55196,,kWh,,
Dec-96,-67.60269444,62.87380556,Mawson,Station electricity usage,163608,,kWh,,
Dec-96,-68.57661111,77.96738889,Davis,Station electricity usage,174981,,kWh,,
Dec-96,-66.28180556,110.5276111,Casey,Station electricity usage,128954,,kWh,,
Dec-96,-54.61988889,158.861,Macquarie Island,Station electricity usage,49609,,kWh,,
Jan-97,-67.60269444,62.87380556,Mawson,Station electricity usage,167591,,kWh,,
Jan-97,-68.57661111,77.96738889,Davis,Station electricity usage,168598,,kWh,,
Jan-97,-66.28180556,110.5276111,Casey,Station electricity usage,123923,,kWh,,
Jan-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,47433,,kWh,,
Feb-97,-67.60269444,62.87380556,Mawson,Station electricity usage,152336,,kWh,,
Feb-97,-68.57661111,77.96738889,Davis,Station electricity usage,155676,,kWh,,
Feb-97,-66.28180556,110.5276111,Casey,Station electricity usage,115590,,kWh,,
Feb-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,46346,,kWh,,
Mar-97,-67.60269444,62.87380556,Mawson,Station electricity usage,183457,,kWh,,
Mar-97,-68.57661111,77.96738889,Davis,Station electricity usage,169159,,kWh,,
Mar-97,-66.28180556,110.5276111,Casey,Station electricity usage,147008,,kWh,,
Mar-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,54684,,kWh,,
Apr-97,-67.60269444,62.87380556,Mawson,Station electricity usage,199936,,kWh,,
Apr-97,-68.57661111,77.96738889,Davis,Station electricity usage,160110,,kWh,,
Apr-97,-66.28180556,110.5276111,Casey,Station electricity usage,150149,,kWh,,
Apr-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,53663,,kWh,,
May-97,-67.60269444,62.87380556,Mawson,Station electricity usage,215160,,kWh,,
May-97,-68.57661111,77.96738889,Davis,Station electricity usage,180731,,kWh,,
May-97,-66.28180556,110.5276111,Casey,Station electricity usage,158582,,kWh,,
May-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,58368,,kWh,,
Jun-97,-67.60269444,62.87380556,Mawson,Station electricity usage,201084,,kWh,,
Jun-97,-68.57661111,77.96738889,Davis,Station electricity usage,164711,,kWh,,
Jun-97,-66.28180556,110.5276111,Casey,Station electricity usage,149620,,kWh,,
Jun-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,59198,,kWh,,
Jul-97,-67.60269444,62.87380556,Mawson,Station electricity usage,207035,,kWh,,
Jul-97,-68.57661111,77.96738889,Davis,Station electricity usage,173148,,kWh,,
Jul-97,-66.28180556,110.5276111,Casey,Station electricity usage,165140,,kWh,,
Jul-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,64079,,kWh,,
Aug-97,-67.60269444,62.87380556,Mawson,Station electricity usage,208333,,kWh,,
Aug-97,-68.57661111,77.96738889,Davis,Station electricity usage,175951,,kWh,,
Aug-97,-66.28180556,110.5276111,Casey,Station electricity usage,162414,,kWh,,
Aug-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,66870,,kWh,,
Sep-97,-67.60269444,62.87380556,Mawson,Station electricity usage,193992,,kWh,,
Sep-97,-68.57661111,77.96738889,Davis,Station electricity usage,165511,,kWh,,
Sep-97,-66.28180556,110.5276111,Casey,Station electricity usage,164216,,kWh,,
Sep-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,63649,,kWh,,
Oct-97,-67.60269444,62.87380556,Mawson,Station electricity usage,186592,,kWh,,
Oct-97,-68.57661111,77.96738889,Davis,Station electricity usage,170323,,kWh,,
Oct-97,-66.28180556,110.5276111,Casey,Station electricity usage,160486,,kWh,,
Oct-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,59681,,kWh,,
Nov-97,-67.60269444,62.87380556,Mawson,Station electricity usage,157472,,kWh,,
Nov-97,-68.57661111,77.96738889,Davis,Station electricity usage,161232,,kWh,,
Nov-97,-66.28180556,110.5276111,Casey,Station electricity usage,147748,,kWh,,
Nov-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,56513,,kWh,,
Dec-97,-67.60269444,62.87380556,Mawson,Station electricity usage,159765,,kWh,,
Dec-97,-68.57661111,77.96738889,Davis,Station electricity usage,158915,,kWh,,
Dec-97,-66.28180556,110.5276111,Casey,Station electricity usage,152558,,kWh,,
Dec-97,-54.61988889,158.861,Macquarie Island,Station electricity usage,50808,,kWh,,
Jan-98,-67.60269444,62.87380556,Mawson,Station electricity usage,155902,,kWh,,
Jan-98,-68.57661111,77.96738889,Davis,Station electricity usage,161671,,kWh,,
Jan-98,-66.28180556,110.5276111,Casey,Station electricity usage,138409,,kWh,,
Jan-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,48127,,kWh,,
Feb-98,-67.60269444,62.87380556,Mawson,Station electricity usage,145384,,kWh,,
Feb-98,-68.57661111,77.96738889,Davis,Station electricity usage,142844,,kWh,,
Feb-98,-66.28180556,110.5276111,Casey,Station electricity usage,128929,,kWh,,
Feb-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,40200,,kWh,,
Mar-98,-67.60269444,62.87380556,Mawson,Station electricity usage,172450,,kWh,,
Mar-98,-68.57661111,77.96738889,Davis,Station electricity usage,161996,,kWh,,
Mar-98,-66.28180556,110.5276111,Casey,Station electricity usage,151661,,kWh,,
Mar-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,49261,,kWh,,
Apr-98,-67.60269444,62.87380556,Mawson,Station electricity usage,181250,,kWh,,
Apr-98,-68.57661111,77.96738889,Davis,Station electricity usage,166635,,kWh,,
Apr-98,-66.28180556,110.5276111,Casey,Station electricity usage,159677,,kWh,,
Apr-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,51153,,kWh,,
May-98,-67.60269444,62.87380556,Mawson,Station electricity usage,182061,,kWh,,
May-98,-68.57661111,77.96738889,Davis,Station electricity usage,157209,,kWh,,
May-98,-66.28180556,110.5276111,Casey,Station electricity usage,157439,,kWh,,
May-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,52100,,kWh,,
Jun-98,-67.60269444,62.87380556,Mawson,Station electricity usage,173775,,kWh,,
Jun-98,-68.57661111,77.96738889,Davis,Station electricity usage,151021,,kWh,,
Jun-98,-66.28180556,110.5276111,Casey,Station electricity usage,154024,,kWh,,
Jun-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,48540,,kWh,,
Jul-98,-67.60269444,62.87380556,Mawson,Station electricity usage,187368,,kWh,,
Jul-98,-68.57661111,77.96738889,Davis,Station electricity usage,160174,,kWh,,
Jul-98,-66.28180556,110.5276111,Casey,Station electricity usage,161875,,kWh,,
Jul-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,54070,,kWh,,
Aug-98,-67.60269444,62.87380556,Mawson,Station electricity usage,182492,,kWh,,
Aug-98,-68.57661111,77.96738889,Davis,Station electricity usage,151708,,kWh,,
Aug-98,-66.28180556,110.5276111,Casey,Station electricity usage,154810,,kWh,,
Aug-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,51671,,kWh,,
Sep-98,-67.60269444,62.87380556,Mawson,Station electricity usage,170778,,kWh,,
Sep-98,-68.57661111,77.96738889,Davis,Station electricity usage,154820,,kWh,,
Sep-98,-66.28180556,110.5276111,Casey,Station electricity usage,145677,,kWh,,
Sep-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,52850,,kWh,,
Oct-98,-67.60269444,62.87380556,Mawson,Station electricity usage,169310,,kWh,,
Oct-98,-68.57661111,77.96738889,Davis,Station electricity usage,166361,,kWh,,
Oct-98,-66.28180556,110.5276111,Casey,Station electricity usage,148756,,kWh,,
Oct-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,50500,,kWh,,
Nov-98,-67.60269444,62.87380556,Mawson,Station electricity usage,151369,,kWh,,
Nov-98,-68.57661111,77.96738889,Davis,Station electricity usage,153197,,kWh,,
Nov-98,-66.28180556,110.5276111,Casey,Station electricity usage,146533,,kWh,,
Nov-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,49760,,kWh,,
Dec-98,-67.60269444,62.87380556,Mawson,Station electricity usage,139480,,kWh,,
Dec-98,-68.57661111,77.96738889,Davis,Station electricity usage,149792,,kWh,,
Dec-98,-66.28180556,110.5276111,Casey,Station electricity usage,155226,,kWh,,
Dec-98,-54.61988889,158.861,Macquarie Island,Station electricity usage,45213,,kWh,,
Jan-99,-67.60269444,62.87380556,Mawson,Station electricity usage,145482,,kWh,,
Jan-99,-68.57661111,77.96738889,Davis,Station electricity usage,157717,,kWh,,
Jan-99,-66.28180556,110.5276111,Casey,Station electricity usage,153312,,kWh,,
Jan-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,46903,,kWh,,
Feb-99,-67.60269444,62.87380556,Mawson,Station electricity usage,139031,,kWh,,
Feb-99,-68.57661111,77.96738889,Davis,Station electricity usage,142865,,kWh,,
Feb-99,-66.28180556,110.5276111,Casey,Station electricity usage,138596,,kWh,,
Feb-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,41910,,kWh,,
Mar-99,-67.60269444,62.87380556,Mawson,Station electricity usage,166170,,kWh,,
Mar-99,-68.57661111,77.96738889,Davis,Station electricity usage,173626,,kWh,,
Mar-99,-66.28180556,110.5276111,Casey,Station electricity usage,152967,,kWh,,
Mar-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,50510,,kWh,,
Apr-99,-67.60269444,62.87380556,Mawson,Station electricity usage,168087,,kWh,,
Apr-99,-68.57661111,77.96738889,Davis,Station electricity usage,157504,,kWh,,
Apr-99,-66.28180556,110.5276111,Casey,Station electricity usage,137614,,kWh,,
Apr-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,56550,,kWh,,
May-99,-67.60269444,62.87380556,Mawson,Station electricity usage,177535,,kWh,,
May-99,-68.57661111,77.96738889,Davis,Station electricity usage,155780,,kWh,,
May-99,-66.28180556,110.5276111,Casey,Station electricity usage,125574,,kWh,,
May-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,54250,,kWh,,
Jun-99,-67.60269444,62.87380556,Mawson,Station electricity usage,168768,,kWh,,
Jun-99,-68.57661111,77.96738889,Davis,Station electricity usage,146492,,kWh,,
Jun-99,-66.28180556,110.5276111,Casey,Station electricity usage,120712,,kWh,,
Jun-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,54460,,kWh,,
Jul-99,-67.60269444,62.87380556,Mawson,Station electricity usage,178194,,kWh,,
Jul-99,-68.57661111,77.96738889,Davis,Station electricity usage,156995,,kWh,,
Jul-99,-66.28180556,110.5276111,Casey,Station electricity usage,127625,,kWh,,
Jul-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,56450,,kWh,,
Aug-99,-67.60269444,62.87380556,Mawson,Station electricity usage,181487,,kWh,,
Aug-99,-68.57661111,77.96738889,Davis,Station electricity usage,146992,,kWh,,
Aug-99,-66.28180556,110.5276111,Casey,Station electricity usage,125844,,kWh,,
Aug-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,56940,,kWh,,
Sep-99,-67.60269444,62.87380556,Mawson,Station electricity usage,168518,,kWh,,
Sep-99,-68.57661111,77.96738889,Davis,Station electricity usage,148530,,kWh,,
Sep-99,-66.28180556,110.5276111,Casey,Station electricity usage,122767,,kWh,,
Sep-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,54380,,kWh,,
Oct-99,-67.60269444,62.87380556,Mawson,Station electricity usage,170277,,kWh,,
Oct-99,-68.57661111,77.96738889,Davis,Station electricity usage,150554,,kWh,,
Oct-99,-66.28180556,110.5276111,Casey,Station electricity usage,122350,,kWh,,
Oct-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,55840,,kWh,,
Nov-99,-67.60269444,62.87380556,Mawson,Station electricity usage,150153,,kWh,,
Nov-99,-68.57661111,77.96738889,Davis,Station electricity usage,150508,,kWh,,
Nov-99,-66.28180556,110.5276111,Casey,Station electricity usage,127356,,kWh,,
Nov-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,53490,,kWh,,
Dec-99,-67.60269444,62.87380556,Mawson,Station electricity usage,148585,,kWh,,
Dec-99,-68.57661111,77.96738889,Davis,Station electricity usage,152274,,kWh,,
Dec-99,-66.28180556,110.5276111,Casey,Station electricity usage,142167,,kWh,,
Dec-99,-54.61988889,158.861,Macquarie Island,Station electricity usage,54367,,kWh,,
Jan-00,-67.60269444,62.87380556,Mawson,Station electricity usage,144130,,kWh,,
Jan-00,-68.57661111,77.96738889,Davis,Station electricity usage,164607,,kWh,,
Jan-00,-66.28180556,110.5276111,Casey,Station electricity usage,184826,,kWh,,
Jan-00,-54.61988889,158.861,Macquarie Island,Station electricity usage,54880,,kWh,,
