Indicator 56 Monthly fuel usage of the generator sets and boilers,,,,,,,,,
Date,Latitude,Longitude,Place,Parameter,Value,Error,Unit of measure,,
Aug-11,-68.57661111,77.96738889,Davis,Fuel usage,64447,,litres,,
Aug-11,-66.28180556,110.5276111,Casey,Fuel usage,12362,,litres,,
Aug-11,-54.61988889,158.861,Macquarie Island,Fuel usage,18956,,litres,,
Sep-11,-67.60269444,62.87380556,Mawson,Fuel usage,34588,,litres,,
Sep-11,-68.57661111,77.96738889,Davis,Fuel usage,63582,,litres,,
Sep-11,-66.28180556,110.5276111,Casey,Fuel usage,49625,,litres,,
Sep-11,-54.61988889,158.861,Macquarie Island,Fuel usage,17406,,litres,,
Oct-11,-67.60269444,62.87380556,Mawson,Fuel usage,40321,,litres,,
Oct-11,-68.57661111,77.96738889,Davis,Fuel usage,63582,,litres,,
Oct-11,-66.28180556,110.5276111,Casey,Fuel usage,48829,,litres,,
Oct-11,-54.61988889,158.861,Macquarie Island,Fuel usage,17312,,litres,,
Nov-11,-67.60269444,62.87380556,Mawson,Fuel usage,27234,,litres,,
Nov-11,-68.57661111,77.96738889,Davis,Fuel usage,50759,,litres,,
Nov-11,-66.28180556,110.5276111,Casey,Fuel usage,42996,,litres,,
Nov-11,-54.61988889,158.861,Macquarie Island,Fuel usage,16226,,litres,,
Dec-11,-67.60269444,62.87380556,Mawson,Fuel usage,32178,,litres,,
Dec-11,-68.57661111,77.96738889,Davis,Fuel usage,51301,,litres,,
Dec-11,-66.28180556,110.5276111,Casey,Fuel usage,40330,,litres,,
Dec-11,-54.61988889,158.861,Macquarie Island,Fuel usage,16997,,litres,,
Jan-12,-67.60269444,62.87380556,Mawson,Fuel usage,24564,,litres,,
Jan-12,-68.57661111,77.96738889,Davis,Fuel usage,49807,,litres,,
Jan-12,-66.28180556,110.5276111,Casey,Fuel usage,36406,,litres,,
Jan-12,-54.61988889,158.861,Macquarie Island,Fuel usage,16866,,litres,,
Feb-12,-67.60269444,62.87380556,Mawson,Fuel usage,20500,,litres,,
Feb-12,-68.57661111,77.96738889,Davis,Fuel usage,48072,,litres,,
Feb-12,-66.28180556,110.5276111,Casey,Fuel usage,42100,,litres,,
Feb-12,-54.61988889,158.861,Macquarie Island,Fuel usage,15996,,litres,,
Mar-12,-67.60269444,62.87380556,Mawson,Fuel usage,26511,,litres,,
Mar-12,-68.57661111,77.96738889,Davis,Fuel usage,55880,,litres,,
Mar-12,-66.28180556,110.5276111,Casey,Fuel usage,54486,,litres,,
Mar-12,-54.61988889,158.861,Macquarie Island,Fuel usage,17649,,litres,,
Apr-12,-67.60269444,62.87380556,Mawson,Fuel usage,36085,,litres,,
Apr-12,-68.57661111,77.96738889,Davis,Fuel usage,55182,,litres,,
Apr-12,-66.28180556,110.5276111,Casey,Fuel usage,49576,,litres,,
Apr-12,-54.61988889,158.861,Macquarie Island,Fuel usage,16570,,litres,,
May-12,-67.60269444,62.87380556,Mawson,Fuel usage,41728,,litres,,
May-12,-68.57661111,77.96738889,Davis,Fuel usage,62969,,litres,,
May-12,-66.28180556,110.5276111,Casey,Fuel usage,57359,,litres,,
May-12,-54.61988889,158.861,Macquarie Island,Fuel usage,18526,,litres,,
Jun-12,-67.60269444,62.87380556,Mawson,Fuel usage,46463,,litres,,
Jun-12,-68.57661111,77.96738889,Davis,Fuel usage,58339,,litres,,
Jun-12,-66.28180556,110.5276111,Casey,Fuel usage,57858,,litres,,
Jun-12,-54.61988889,158.861,Macquarie Island,Fuel usage,19821,,litres,,
Jul-12,-67.60269444,62.87380556,Mawson,Fuel usage,44269,,litres,,
Jul-12,-68.57661111,77.96738889,Davis,Fuel usage,64509,,litres,,
Jul-12,-66.28180556,110.5276111,Casey,Fuel usage,61063,,litres,,
Jul-12,-54.61988889,158.861,Macquarie Island,Fuel usage,18750,,litres,,
Aug-12,-67.60269444,62.87380556,Mawson,Fuel usage,37428,,litres,,
Aug-12,-68.57661111,77.96738889,Davis,Fuel usage,63372,,litres,,
Aug-12,-66.28180556,110.5276111,Casey,Fuel usage,59587,,litres,,
Aug-12,-54.61988889,158.861,Macquarie Island,Fuel usage,19495,,litres,,
Sep-12,-67.60269444,62.87380556,Mawson,Fuel usage,38394,,litres,,
Sep-12,-68.57661111,77.96738889,Davis,Fuel usage,57787,,litres,,
Sep-12,-66.28180556,110.5276111,Casey,Fuel usage,55876,,litres,,
Sep-12,-54.61988889,158.861,Macquarie Island,Fuel usage,18395,,litres,,
Oct-12,-67.60269444,62.87380556,Mawson,Fuel usage,37149,,litres,,
Oct-12,-68.57661111,77.96738889,Davis,Fuel usage,55515,,litres,,
Oct-12,-66.28180556,110.5276111,Casey,Fuel usage,52541,,litres,,
Oct-12,-54.61988889,158.861,Macquarie Island,Fuel usage,19741,,litres,,
Nov-12,-67.60269444,62.87380556,Mawson,Fuel usage,23350,,litres,,
Nov-12,-68.57661111,77.96738889,Davis,Fuel usage,44541,,litres,,
Nov-12,-66.28180556,110.5276111,Casey,Fuel usage,61394,,litres,,
Nov-12,-54.61988889,158.861,Macquarie Island,Fuel usage,17747,,litres,,
Dec-12,-67.60269444,62.87380556,Mawson,Fuel usage,23983,,litres,,
Dec-12,-68.57661111,77.96738889,Davis,Fuel usage,40288,,litres,,
Dec-12,-66.28180556,110.5276111,Casey,Fuel usage,40021,,litres,,
Dec-12,-54.61988889,158.861,Macquarie Island,Fuel usage,18173,,litres,,
Jan-13,-67.60269444,62.87380556,Mawson,Fuel usage,29294,,litres,,
Jan-13,-68.57661111,77.96738889,Davis,Fuel usage,23973,,litres,,
Jan-13,-66.28180556,110.5276111,Casey,Fuel usage,56360,,litres,,
Jan-13,-54.61988889,158.861,Macquarie Island,Fuel usage,17458,,litres,,
Feb-13,-67.60269444,62.87380556,Mawson,Fuel usage,21857,,litres,,
Feb-13,-68.57661111,77.96738889,Davis,Fuel usage,35132,,litres,,
Feb-13,-66.28180556,110.5276111,Casey,Fuel usage,42375,,litres,,
Feb-13,-54.61988889,158.861,Macquarie Island,Fuel usage,15884,,litres,,
Mar-13,-67.60269444,62.87380556,Mawson,Fuel usage,30991,,litres,,
Mar-13,-68.57661111,77.96738889,Davis,Fuel usage,45695,,litres,,
Mar-13,-66.28180556,110.5276111,Casey,Fuel usage,42318,,litres,,
Mar-13,-54.61988889,158.861,Macquarie Island,Fuel usage,16854,,litres,,
Apr-13,-67.60269444,62.87380556,Mawson,Fuel usage,32814,,litres,,
Apr-13,-68.57661111,77.96738889,Davis,Fuel usage,49196,,litres,,
Apr-13,-66.28180556,110.5276111,Casey,Fuel usage,54011,,litres,,
Apr-13,-54.61988889,158.861,Macquarie Island,Fuel usage,16679,,litres,,
May-13,-67.60269444,62.87380556,Mawson,Fuel usage,37963,,litres,,
May-13,-68.57661111,77.96738889,Davis,Fuel usage,53494,,litres,,
May-13,-66.28180556,110.5276111,Casey,Fuel usage,60138,,litres,,
May-13,-54.61988889,158.861,Macquarie Island,Fuel usage,18889,,litres,,
Jun-13,-67.60269444,62.87380556,Mawson,Fuel usage,36199,,litres,,
Jun-13,-68.57661111,77.96738889,Davis,Fuel usage,51150,,litres,,
Jun-13,-66.28180556,110.5276111,Casey,Fuel usage,59914,,litres,,
Jun-13,-54.61988889,158.861,Macquarie Island,Fuel usage,19012,,litres,,
Jul-13,-67.60269444,62.87380556,Mawson,Fuel usage,36121,,litres,,
Jul-13,-68.57661111,77.96738889,Davis,Fuel usage,54446,,litres,,
Jul-13,-66.28180556,110.5276111,Casey,Fuel usage,67097,,litres,,
Jul-13,-54.61988889,158.861,Macquarie Island,Fuel usage,19364,,litres,,
Aug-13,-67.60269444,62.87380556,Mawson,Fuel usage,32268,,litres,,
Aug-13,-68.57661111,77.96738889,Davis,Fuel usage,54470,,litres,,
Aug-13,-66.28180556,110.5276111,Casey,Fuel usage,65324,,litres,,
Aug-13,-54.61988889,158.861,Macquarie Island,Fuel usage,18137,,litres,,
Sep-13,-67.60269444,62.87380556,Mawson,Fuel usage,27422,,litres,,
Sep-13,-68.57661111,77.96738889,Davis,Fuel usage,47777,,litres,,
Sep-13,-66.28180556,110.5276111,Casey,Fuel usage,55036,,litres,,
Sep-13,-54.61988889,158.861,Macquarie Island,Fuel usage,17461,,litres,,
Oct-13,-67.60269444,62.87380556,Mawson,Fuel usage,26105,,litres,,
Oct-13,-68.57661111,77.96738889,Davis,Fuel usage,49344,,litres,,
Oct-13,-66.28180556,110.5276111,Casey,Fuel usage,56668,,litres,,
Oct-13,-54.61988889,158.861,Macquarie Island,Fuel usage,17542,,litres,,
Nov-13,-67.60269444,62.87380556,Mawson,Fuel usage,35812,,litres,,
Nov-13,-68.57661111,77.96738889,Davis,Fuel usage,45202,,litres,,
Nov-13,-66.28180556,110.5276111,Casey,Fuel usage,67269,,litres,,
Nov-13,-54.61988889,158.861,Macquarie Island,Fuel usage,17088,,litres,,
Dec-13,-67.60269444,62.87380556,Mawson,Fuel usage,31588,,litres,,
Dec-13,-68.57661111,77.96738889,Davis,Fuel usage,45205,,litres,,
Dec-13,-66.28180556,110.5276111,Casey,Fuel usage,62640,,litres,,
Dec-13,-54.61988889,158.861,Macquarie Island,Fuel usage,16873,,litres,,
Jan-14,-67.60269444,62.87380556,Mawson,Fuel usage,28641,,litres,,
Jan-14,-68.57661111,77.96738889,Davis,Fuel usage,47638,,litres,,
Jan-14,-66.28180556,110.5276111,Casey,Fuel usage,45309,,litres,,
Jan-14,-54.61988889,158.861,Macquarie Island,Fuel usage,16424,,litres,,
Feb-14,-67.60269444,62.87380556,Mawson,Fuel usage,18530,,litres,,
Feb-14,-68.57661111,77.96738889,Davis,Fuel usage,43020,,litres,,
Feb-14,-66.28180556,110.5276111,Casey,Fuel usage,52203,,litres,,
Feb-14,-54.61988889,158.861,Macquarie Island,Fuel usage,13485,,litres,,
Mar-14,-67.60269444,62.87380556,Mawson,Fuel usage,23643,,litres,,
Mar-14,-68.57661111,77.96738889,Davis,Fuel usage,56812,,litres,,
Mar-14,-66.28180556,110.5276111,Casey,Fuel usage,48998,,litres,,
Mar-14,-54.61988889,158.861,Macquarie Island,Fuel usage,16200,,litres,,
Apr-14,-67.60269444,62.87380556,Mawson,Fuel usage,18399,,litres,,
Apr-14,-68.57661111,77.96738889,Davis,Fuel usage,55990,,litres,,
Apr-14,-66.28180556,110.5276111,Casey,Fuel usage,45436,,litres,,
Apr-14,-54.61988889,158.861,Macquarie Island,Fuel usage,18115,,litres,,
May-14,-67.60269444,62.87380556,Mawson,Fuel usage,23181,,litres,,
May-14,-68.57661111,77.96738889,Davis,Fuel usage,52515,,litres,,
May-14,-66.28180556,110.5276111,Casey,Fuel usage,50881,,litres,,
May-14,-54.61988889,158.861,Macquarie Island,Fuel usage,16609,,litres,,
Jun-14,-67.60269444,62.87380556,Mawson,Fuel usage,31975,,litres,,
Jun-14,-68.57661111,77.96738889,Davis,Fuel usage,58438,,litres,,
Jun-14,-66.28180556,110.5276111,Casey,Fuel usage,51572,,litres,,
Jun-14,-54.61988889,158.861,Macquarie Island,Fuel usage,16017,,litres,,
Jul-14,-67.60269444,62.87380556,Mawson,Fuel usage,29300,,litres,,
Jul-14,-68.57661111,77.96738889,Davis,Fuel usage,64599,,litres,,
Jul-14,-66.28180556,110.5276111,Casey,Fuel usage,51230,,litres,,
Jul-14,-54.61988889,158.861,Macquarie Island,Fuel usage,15656,,litres,,
Aug-14,-67.60269444,62.87380556,Mawson,Fuel usage,21689,,litres,,
Aug-14,-68.57661111,77.96738889,Davis,Fuel usage,62435,,litres,,
Aug-14,-66.28180556,110.5276111,Casey,Fuel usage,55572,,litres,,
Aug-14,-54.61988889,158.861,Macquarie Island,Fuel usage,17191,,litres,,
Sep-14,-67.60269444,62.87380556,Mawson,Fuel usage,16479,,litres,,
Sep-14,-68.57661111,77.96738889,Davis,Fuel usage,51347,,litres,,
Sep-14,-66.28180556,110.5276111,Casey,Fuel usage,47512,,litres,,
Sep-14,-54.61988889,158.861,Macquarie Island,Fuel usage,16214,,litres,,
Oct-14,-67.60269444,62.87380556,Mawson,Fuel usage,18546,,litres,,
Oct-14,-68.57661111,77.96738889,Davis,Fuel usage,49390,,litres,,
Oct-14,-66.28180556,110.5276111,Casey,Fuel usage,47686,,litres,,
Oct-14,-54.61988889,158.861,Macquarie Island,Fuel usage,16601,,litres,,
Nov-14,-67.60269444,62.87380556,Mawson,Fuel usage,19103,,litres,,
Nov-14,-68.57661111,77.96738889,Davis,Fuel usage,45656,,litres,,
Nov-14,-66.28180556,110.5276111,Casey,Fuel usage,56546,,litres,,
Nov-14,-54.61988889,158.861,Macquarie Island,Fuel usage,16059,,litres,,
Dec-14,-67.60269444,62.87380556,Mawson,Fuel usage,17769,,litres,,
Dec-14,-68.57661111,77.96738889,Davis,Fuel usage,45387,,litres,,
Dec-14,-66.28180556,110.5276111,Casey,Fuel usage,48505,,litres,,
Dec-14,-54.61988889,158.861,Macquarie Island,Fuel usage,15330,,litres,,
Jan-15,-67.60269444,62.87380556,Mawson,Fuel usage,22157,,litres,,
Jan-15,-68.57661111,77.96738889,Davis,Fuel usage,49796,,litres,,
Jan-15,-66.28180556,110.5276111,Casey,Fuel usage,20233,,litres,,
Jan-15,-54.61988889,158.861,Macquarie Island,Fuel usage,15603,,litres,,
Feb-15,-67.60269444,62.87380556,Mawson,Fuel usage,15705,,litres,,
Feb-15,-68.57661111,77.96738889,Davis,Fuel usage,46579,,litres,,
Feb-15,-66.28180556,110.5276111,Casey,Fuel usage,48814,,litres,,
Feb-15,-54.61988889,158.861,Macquarie Island,Fuel usage,14037,,litres,,
Mar-15,-67.60269444,62.87380556,Mawson,Fuel usage,18157,,litres,,
Mar-15,-68.57661111,77.96738889,Davis,Fuel usage,59685,,litres,,
Mar-15,-66.28180556,110.5276111,Casey,Fuel usage,57057,,litres,,
Mar-15,-54.61988889,158.861,Macquarie Island,Fuel usage,14676,,litres,,
Apr-15,-67.60269444,62.87380556,Mawson,Fuel usage,21976,,litres,,
Apr-15,-68.57661111,77.96738889,Davis,Fuel usage,63701,,litres,,
Apr-15,-66.28180556,110.5276111,Casey,Fuel usage,47711,,litres,,
Apr-15,-54.61988889,158.861,Macquarie Island,Fuel usage,15683,,litres,,
May-15,-67.60269444,62.87380556,Mawson,Fuel usage,40926,,litres,,
May-15,-68.57661111,77.96738889,Davis,Fuel usage,67591,,litres,,
May-15,-66.28180556,110.5276111,Casey,Fuel usage,53879,,litres,,
May-15,-54.61988889,158.861,Macquarie Island,Fuel usage,15598,,litres,,
Jun-15,-67.60269444,62.87380556,Mawson,Fuel usage,31682,,litres,,
Jun-15,-68.57661111,77.96738889,Davis,Fuel usage,56783,,litres,,
Jun-15,-66.28180556,110.5276111,Casey,Fuel usage,47696,,litres,,
Jun-15,-54.61988889,158.861,Macquarie Island,Fuel usage,15617,,litres,,
Jul-15,-67.60269444,62.87380556,Mawson,Fuel usage,44776,,litres,,
Jul-15,-68.57661111,77.96738889,Davis,Fuel usage,65406,,litres,,
Jul-15,-66.28180556,110.5276111,Casey,Fuel usage,55129,,litres,,
Jul-15,-54.61988889,158.861,Macquarie Island,Fuel usage,15565,,litres,,
Aug-15,-67.60269444,62.87380556,Mawson,Fuel usage,36469,,litres,,
Aug-15,-68.57661111,77.96738889,Davis,Fuel usage,59085,,litres,,
Aug-15,-66.28180556,110.5276111,Casey,Fuel usage,58044,,litres,,
Aug-15,-54.61988889,158.861,Macquarie Island,Fuel usage,14999,,litres,,
Sep-15,-67.60269444,62.87380556,Mawson,Fuel usage,29212,,litres,,
Sep-15,-68.57661111,77.96738889,Davis,Fuel usage,55938,,litres,,
Sep-15,-66.28180556,110.5276111,Casey,Fuel usage,68596,,litres,,
Sep-15,-54.61988889,158.861,Macquarie Island,Fuel usage,14470,,litres,,
Oct-15,-67.60269444,62.87380556,Mawson,Fuel usage,23384,,litres,,
Oct-15,-68.57661111,77.96738889,Davis,Fuel usage,55254,,litres,,
Oct-15,-66.28180556,110.5276111,Casey,Fuel usage,77262,,litres,,
Oct-15,-54.61988889,158.861,Macquarie Island,Fuel usage,15118,,litres,,
Nov-15,-67.60269444,62.87380556,Mawson,Fuel usage,22961,,litres,,
Nov-15,-68.57661111,77.96738889,Davis,Fuel usage,46656,,litres,,
Nov-15,-66.28180556,110.5276111,Casey,Fuel usage,58266,,litres,,
Nov-15,-54.61988889,158.861,Macquarie Island,Fuel usage,14039,,litres,,
Dec-15,-67.60269444,62.87380556,Mawson,Fuel usage,3148,,litres,,
Dec-15,-68.57661111,77.96738889,Davis,Fuel usage,43391,,litres,,
Dec-15,-66.28180556,110.5276111,Casey,Fuel usage,57529,,litres,,
Dec-15,-54.61988889,158.861,Macquarie Island,Fuel usage,13981,,litres,,
Jan-16,-67.60269444,62.87380556,Mawson,Fuel usage,27815,,litres,,
Jan-16,-68.57661111,77.96738889,Davis,Fuel usage,49009,,litres,,
Jan-16,-66.28180556,110.5276111,Casey,Fuel usage,53186,,litres,,
Jan-16,-54.61988889,158.861,Macquarie Island,Fuel usage,13864,,litres,,
Feb-16,-67.60269444,62.87380556,Mawson,Fuel usage,19142,,litres,,
Feb-16,-68.57661111,77.96738889,Davis,Fuel usage,47414,,litres,,
Feb-16,-66.28180556,110.5276111,Casey,Fuel usage,56845,,litres,,
Feb-16,-54.61988889,158.861,Macquarie Island,Fuel usage,13533,,litres,,
