Indicator 56 Monthly fuel usage of the generator sets and boilers,,,,,,,,,
Date,Latitude,Longitude,Place,Parameter,Value,Error,Unit of measure,,
Mar-04,-68.57661111,77.96738889,Davis,Fuel usage,51641,,litres,,
Mar-04,-66.28180556,110.5276111,Casey,Fuel usage,39098,,litres,,
Mar-04,-54.61988889,158.861,Macquarie Island,Fuel usage,15316,,litres,,
Apr-04,-67.60269444,62.87380556,Mawson,Fuel usage,39088,,litres,,
Apr-04,-68.57661111,77.96738889,Davis,Fuel usage,50835,,litres,,
Apr-04,-66.28180556,110.5276111,Casey,Fuel usage,42167,,litres,,
Apr-04,-54.61988889,158.861,Macquarie Island,Fuel usage,16288,,litres,,
May-04,-67.60269444,62.87380556,Mawson,Fuel usage,36841,,litres,,
May-04,-68.57661111,77.96738889,Davis,Fuel usage,49806,,litres,,
May-04,-66.28180556,110.5276111,Casey,Fuel usage,47574,,litres,,
May-04,-54.61988889,158.861,Macquarie Island,Fuel usage,17126,,litres,,
Jun-04,-67.60269444,62.87380556,Mawson,Fuel usage,48628,,litres,,
Jun-04,-68.57661111,77.96738889,Davis,Fuel usage,52924,,litres,,
Jun-04,-66.28180556,110.5276111,Casey,Fuel usage,46767,,litres,,
Jun-04,-54.61988889,158.861,Macquarie Island,Fuel usage,16863,,litres,,
Jul-04,-67.60269444,62.87380556,Mawson,Fuel usage,45693,,litres,,
Jul-04,-68.57661111,77.96738889,Davis,Fuel usage,56290,,litres,,
Jul-04,-66.28180556,110.5276111,Casey,Fuel usage,53436,,litres,,
Jul-04,-54.61988889,158.861,Macquarie Island,Fuel usage,17800,,litres,,
Aug-04,-67.60269444,62.87380556,Mawson,Fuel usage,34251,,litres,,
Aug-04,-68.57661111,77.96738889,Davis,Fuel usage,51725,,litres,,
Aug-04,-66.28180556,110.5276111,Casey,Fuel usage,48797,,litres,,
Sep-04,-67.60269444,62.87380556,Mawson,Fuel usage,34683,,litres,,
Sep-04,-68.57661111,77.96738889,Davis,Fuel usage,51364,,litres,,
Sep-04,-66.28180556,110.5276111,Casey,Fuel usage,46556,,litres,,
Oct-04,-67.60269444,62.87380556,Mawson,Fuel usage,32596,,litres,,
Oct-04,-68.57661111,77.96738889,Davis,Fuel usage,49304,,litres,,
Oct-04,-66.28180556,110.5276111,Casey,Fuel usage,44084,,litres,,
Oct-04,-54.61988889,158.861,Macquarie Island,Fuel usage,16868,,litres,,
Nov-04,-67.60269444,62.87380556,Mawson,Fuel usage,28652,,litres,,
Nov-04,-68.57661111,77.96738889,Davis,Fuel usage,44422,,litres,,
Nov-04,-66.28180556,110.5276111,Casey,Fuel usage,43086,,litres,,
Nov-04,-54.61988889,158.861,Macquarie Island,Fuel usage,14727,,litres,,
Dec-04,-67.60269444,62.87380556,Mawson,Fuel usage,25344,,litres,,
Dec-04,-68.57661111,77.96738889,Davis,Fuel usage,43484,,litres,,
Dec-04,-66.28180556,110.5276111,Casey,Fuel usage,36530,,litres,,
Dec-04,-54.61988889,158.861,Macquarie Island,Fuel usage,14699,,litres,,
Jan-05,-67.60269444,62.87380556,Mawson,Fuel usage,30882,,litres,,
Jan-05,-68.57661111,77.96738889,Davis,Fuel usage,38636,,litres,,
Jan-05,-66.28180556,110.5276111,Casey,Fuel usage,37615,,litres,,
Jan-05,-54.61988889,158.861,Macquarie Island,Fuel usage,14148,,litres,,
Feb-05,-67.60269444,62.87380556,Mawson,Fuel usage,28616,,litres,,
Feb-05,-68.57661111,77.96738889,Davis,Fuel usage,45692,,litres,,
Feb-05,-66.28180556,110.5276111,Casey,Fuel usage,32726,,litres,,
Feb-05,-54.61988889,158.861,Macquarie Island,Fuel usage,11533,,litres,,
Mar-05,-67.60269444,62.87380556,Mawson,Fuel usage,30238,,litres,,
Mar-05,-68.57661111,77.96738889,Davis,Fuel usage,53465,,litres,,
Mar-05,-66.28180556,110.5276111,Casey,Fuel usage,42088,,litres,,
Mar-05,-54.61988889,158.861,Macquarie Island,Fuel usage,14953,,litres,,
Apr-05,-67.60269444,62.87380556,Mawson,Fuel usage,38349,,litres,,
Apr-05,-68.57661111,77.96738889,Davis,Fuel usage,57044,,litres,,
Apr-05,-66.28180556,110.5276111,Casey,Fuel usage,41673,,litres,,
Apr-05,-54.61988889,158.861,Macquarie Island,Fuel usage,16680,,litres,,
May-05,-67.60269444,62.87380556,Mawson,Fuel usage,51229,,litres,,
May-05,-68.57661111,77.96738889,Davis,Fuel usage,50525,,litres,,
May-05,-66.28180556,110.5276111,Casey,Fuel usage,46955,,litres,,
May-05,-54.61988889,158.861,Macquarie Island,Fuel usage,17501,,litres,,
Jun-05,-67.60269444,62.87380556,Mawson,Fuel usage,33661,,litres,,
Jun-05,-68.57661111,77.96738889,Davis,Fuel usage,48361,,litres,,
Jun-05,-66.28180556,110.5276111,Casey,Fuel usage,44305,,litres,,
Jun-05,-54.61988889,158.861,Macquarie Island,Fuel usage,16037,,litres,,
Jul-05,-67.60269444,62.87380556,Mawson,Fuel usage,50726,,litres,,
Jul-05,-68.57661111,77.96738889,Davis,Fuel usage,54495,,litres,,
Jul-05,-66.28180556,110.5276111,Casey,Fuel usage,49852,,litres,,
Jul-05,-54.61988889,158.861,Macquarie Island,Fuel usage,16197,,litres,,
Aug-05,-67.60269444,62.87380556,Mawson,Fuel usage,44143,,litres,,
Aug-05,-68.57661111,77.96738889,Davis,Fuel usage,61123,,litres,,
Aug-05,-66.28180556,110.5276111,Casey,Fuel usage,47918,,litres,,
Aug-05,-54.61988889,158.861,Macquarie Island,Fuel usage,15778,,litres,,
Sep-05,-67.60269444,62.87380556,Mawson,Fuel usage,38300,,litres,,
Sep-05,-68.57661111,77.96738889,Davis,Fuel usage,57610,,litres,,
Sep-05,-66.28180556,110.5276111,Casey,Fuel usage,43386,,litres,,
Sep-05,-54.61988889,158.861,Macquarie Island,Fuel usage,15750,,litres,,
Oct-05,-67.60269444,62.87380556,Mawson,Fuel usage,35050,,litres,,
Oct-05,-68.57661111,77.96738889,Davis,Fuel usage,54171,,litres,,
Oct-05,-66.28180556,110.5276111,Casey,Fuel usage,42404,,litres,,
Oct-05,-54.61988889,158.861,Macquarie Island,Fuel usage,14415,,litres,,
Nov-05,-67.60269444,62.87380556,Mawson,Fuel usage,24680,,litres,,
Nov-05,-68.57661111,77.96738889,Davis,Fuel usage,49759,,litres,,
Nov-05,-66.28180556,110.5276111,Casey,Fuel usage,39653,,litres,,
Nov-05,-54.61988889,158.861,Macquarie Island,Fuel usage,12849,,litres,,
Dec-05,-67.60269444,62.87380556,Mawson,Fuel usage,28472,,litres,,
Dec-05,-68.57661111,77.96738889,Davis,Fuel usage,43324,,litres,,
Dec-05,-66.28180556,110.5276111,Casey,Fuel usage,36159,,litres,,
Dec-05,-54.61988889,158.861,Macquarie Island,Fuel usage,12122,,litres,,
Jan-06,-67.60269444,62.87380556,Mawson,Fuel usage,34356,,litres,,
Jan-06,-68.57661111,77.96738889,Davis,Fuel usage,43143,,litres,,
Jan-06,-66.28180556,110.5276111,Casey,Fuel usage,37655,,litres,,
Jan-06,-54.61988889,158.861,Macquarie Island,Fuel usage,12867,,litres,,
Feb-06,-67.60269444,62.87380556,Mawson,Fuel usage,24641,,litres,,
Feb-06,-68.57661111,77.96738889,Davis,Fuel usage,46741,,litres,,
Feb-06,-66.28180556,110.5276111,Casey,Fuel usage,41992,,litres,,
Feb-06,-54.61988889,158.861,Macquarie Island,Fuel usage,12696,,litres,,
Mar-06,-67.60269444,62.87380556,Mawson,Fuel usage,30904,,litres,,
Mar-06,-68.57661111,77.96738889,Davis,Fuel usage,50535,,litres,,
Mar-06,-66.28180556,110.5276111,Casey,Fuel usage,44101,,litres,,
Mar-06,-54.61988889,158.861,Macquarie Island,Fuel usage,14644,,litres,,
Apr-06,-67.60269444,62.87380556,Mawson,Fuel usage,21235,,litres,,
Apr-06,-68.57661111,77.96738889,Davis,Fuel usage,45702,,litres,,
Apr-06,-54.61988889,158.861,Macquarie Island,Fuel usage,12797,,litres,,
May-06,-67.60269444,62.87380556,Mawson,Fuel usage,45658,,litres,,
May-06,-68.57661111,77.96738889,Davis,Fuel usage,60030,,litres,,
May-06,-66.28180556,110.5276111,Casey,Fuel usage,51270,,litres,,
May-06,-54.61988889,158.861,Macquarie Island,Fuel usage,15341,,litres,,
Jun-06,-67.60269444,62.87380556,Mawson,Fuel usage,31052,,litres,,
Jun-06,-68.57661111,77.96738889,Davis,Fuel usage,54939,,litres,,
Jun-06,-66.28180556,110.5276111,Casey,Fuel usage,47652,,litres,,
Jun-06,-54.61988889,158.861,Macquarie Island,Fuel usage,16919,,litres,,
Jul-06,-67.60269444,62.87380556,Mawson,Fuel usage,43473,,litres,,
Jul-06,-68.57661111,77.96738889,Davis,Fuel usage,59077,,litres,,
Jul-06,-66.28180556,110.5276111,Casey,Fuel usage,46935,,litres,,
Jul-06,-54.61988889,158.861,Macquarie Island,Fuel usage,17414,,litres,,
Aug-06,-67.60269444,62.87380556,Mawson,Fuel usage,40448,,litres,,
Aug-06,-68.57661111,77.96738889,Davis,Fuel usage,53560,,litres,,
Aug-06,-66.28180556,110.5276111,Casey,Fuel usage,47869,,litres,,
Aug-06,-54.61988889,158.861,Macquarie Island,Fuel usage,16444,,litres,,
Sep-06,-67.60269444,62.87380556,Mawson,Fuel usage,36661,,litres,,
Sep-06,-68.57661111,77.96738889,Davis,Fuel usage,51468,,litres,,
Sep-06,-66.28180556,110.5276111,Casey,Fuel usage,47651,,litres,,
Sep-06,-54.61988889,158.861,Macquarie Island,Fuel usage,15920,,litres,,
Oct-06,-67.60269444,62.87380556,Mawson,Fuel usage,30967,,litres,,
Oct-06,-68.57661111,77.96738889,Davis,Fuel usage,49427,,litres,,
Oct-06,-66.28180556,110.5276111,Casey,Fuel usage,47724,,litres,,
Oct-06,-54.61988889,158.861,Macquarie Island,Fuel usage,16483,,litres,,
Nov-06,-67.60269444,62.87380556,Mawson,Fuel usage,23496,,litres,,
Nov-06,-68.57661111,77.96738889,Davis,Fuel usage,43130,,litres,,
Nov-06,-66.28180556,110.5276111,Casey,Fuel usage,42297,,litres,,
Nov-06,-54.61988889,158.861,Macquarie Island,Fuel usage,15625,,litres,,
Dec-06,-67.60269444,62.87380556,Mawson,Fuel usage,24284,,litres,,
Dec-06,-68.57661111,77.96738889,Davis,Fuel usage,47248,,litres,,
Dec-06,-66.28180556,110.5276111,Casey,Fuel usage,36801,,litres,,
Dec-06,-54.61988889,158.861,Macquarie Island,Fuel usage,15480,,litres,,
Jan-07,-67.60269444,62.87380556,Mawson,Fuel usage,32332,,litres,,
Jan-07,-68.57661111,77.96738889,Davis,Fuel usage,40785,,litres,,
Jan-07,-66.28180556,110.5276111,Casey,Fuel usage,35093,,litres,,
Jan-07,-54.61988889,158.861,Macquarie Island,Fuel usage,13783,,litres,,
Feb-07,-67.60269444,62.87380556,Mawson,Fuel usage,24330,,litres,,
Feb-07,-68.57661111,77.96738889,Davis,Fuel usage,48070,,litres,,
Feb-07,-66.28180556,110.5276111,Casey,Fuel usage,37350,,litres,,
Feb-07,-54.61988889,158.861,Macquarie Island,Fuel usage,13743,,litres,,
Mar-07,-67.60269444,62.87380556,Mawson,Fuel usage,29201,,litres,,
Mar-07,-68.57661111,77.96738889,Davis,Fuel usage,51081,,litres,,
Mar-07,-66.28180556,110.5276111,Casey,Fuel usage,44144,,litres,,
Mar-07,-54.61988889,158.861,Macquarie Island,Fuel usage,14274,,litres,,
Apr-07,-67.60269444,62.87380556,Mawson,Fuel usage,35533,,litres,,
Apr-07,-68.57661111,77.96738889,Davis,Fuel usage,45342,,litres,,
Apr-07,-66.28180556,110.5276111,Casey,Fuel usage,42711,,litres,,
Apr-07,-54.61988889,158.861,Macquarie Island,Fuel usage,15004,,litres,,
May-07,-67.60269444,62.87380556,Mawson,Fuel usage,29720,,litres,,
May-07,-68.57661111,77.96738889,Davis,Fuel usage,48596,,litres,,
May-07,-66.28180556,110.5276111,Casey,Fuel usage,47745,,litres,,
May-07,-54.61988889,158.861,Macquarie Island,Fuel usage,13577,,litres,,
Jun-07,-67.60269444,62.87380556,Mawson,Fuel usage,30077,,litres,,
Jun-07,-68.57661111,77.96738889,Davis,Fuel usage,50490,,litres,,
Jun-07,-66.28180556,110.5276111,Casey,Fuel usage,47793,,litres,,
Jun-07,-54.61988889,158.861,Macquarie Island,Fuel usage,14067,,litres,,
Jul-07,-67.60269444,62.87380556,Mawson,Fuel usage,29449,,litres,,
Jul-07,-68.57661111,77.96738889,Davis,Fuel usage,49276,,litres,,
Jul-07,-66.28180556,110.5276111,Casey,Fuel usage,48180,,litres,,
Jul-07,-54.61988889,158.861,Macquarie Island,Fuel usage,13948,,litres,,
Aug-07,-67.60269444,62.87380556,Mawson,Fuel usage,36777,,litres,,
Aug-07,-68.57661111,77.96738889,Davis,Fuel usage,51841,,litres,,
Aug-07,-66.28180556,110.5276111,Casey,Fuel usage,51140,,litres,,
Aug-07,-54.61988889,158.861,Macquarie Island,Fuel usage,13238,,litres,,
Sep-07,-67.60269444,62.87380556,Mawson,Fuel usage,35755,,litres,,
Sep-07,-68.57661111,77.96738889,Davis,Fuel usage,51018,,litres,,
Sep-07,-66.28180556,110.5276111,Casey,Fuel usage,49413,,litres,,
Sep-07,-54.61988889,158.861,Macquarie Island,Fuel usage,12588,,litres,,
Oct-07,-67.60269444,62.87380556,Mawson,Fuel usage,31896,,litres,,
Oct-07,-68.57661111,77.96738889,Davis,Fuel usage,48901,,litres,,
Oct-07,-66.28180556,110.5276111,Casey,Fuel usage,46656,,litres,,
Oct-07,-54.61988889,158.861,Macquarie Island,Fuel usage,12772,,litres,,
Nov-07,-67.60269444,62.87380556,Mawson,Fuel usage,25224,,litres,,
Nov-07,-68.57661111,77.96738889,Davis,Fuel usage,39619,,litres,,
Nov-07,-66.28180556,110.5276111,Casey,Fuel usage,39421,,litres,,
Nov-07,-54.61988889,158.861,Macquarie Island,Fuel usage,11921,,litres,,
Dec-07,-67.60269444,62.87380556,Mawson,Fuel usage,37601,,litres,,
Dec-07,-68.57661111,77.96738889,Davis,Fuel usage,43605,,litres,,
Dec-07,-66.28180556,110.5276111,Casey,Fuel usage,38331,,litres,,
Dec-07,-54.61988889,158.861,Macquarie Island,Fuel usage,12003,,litres,,
Jan-08,-67.60269444,62.87380556,Mawson,Fuel usage,27326,,litres,,
Jan-08,-68.57661111,77.96738889,Davis,Fuel usage,38636,,litres,,
Jan-08,-66.28180556,110.5276111,Casey,Fuel usage,37086,,litres,,
Jan-08,-54.61988889,158.861,Macquarie Island,Fuel usage,12897,,litres,,
Feb-08,-67.60269444,62.87380556,Mawson,Fuel usage,21574,,litres,,
Feb-08,-68.57661111,77.96738889,Davis,Fuel usage,45692,,litres,,
Feb-08,-66.28180556,110.5276111,Casey,Fuel usage,37429,,litres,,
Feb-08,-54.61988889,158.861,Macquarie Island,Fuel usage,11523,,litres,,
Mar-08,-67.60269444,62.87380556,Mawson,Fuel usage,26214,,litres,,
Mar-08,-68.57661111,77.96738889,Davis,Fuel usage,53465,,litres,,
Mar-08,-66.28180556,110.5276111,Casey,Fuel usage,44317,,litres,,
Mar-08,-54.61988889,158.861,Macquarie Island,Fuel usage,13650,,litres,,
Apr-08,-67.60269444,62.87380556,Mawson,Fuel usage,32745,,litres,,
Apr-08,-68.57661111,77.96738889,Davis,Fuel usage,57044,,litres,,
Apr-08,-66.28180556,110.5276111,Casey,Fuel usage,44344,,litres,,
Apr-08,-54.61988889,158.861,Macquarie Island,Fuel usage,12852,,litres,,
May-08,-67.60269444,62.87380556,Mawson,Fuel usage,25445,,litres,,
May-08,-68.57661111,77.96738889,Davis,Fuel usage,59398,,litres,,
May-08,-66.28180556,110.5276111,Casey,Fuel usage,46601,,litres,,
Jun-08,-67.60269444,62.87380556,Mawson,Fuel usage,32107,,litres,,
Jun-08,-68.57661111,77.96738889,Davis,Fuel usage,54435,,litres,,
Jun-08,-66.28180556,110.5276111,Casey,Fuel usage,48225,,litres,,
Jun-08,-54.61988889,158.861,Macquarie Island,Fuel usage,15338,,litres,,
Jul-08,-67.60269444,62.87380556,Mawson,Fuel usage,39812,,litres,,
Jul-08,-68.57661111,77.96738889,Davis,Fuel usage,57661,,litres,,
Jul-08,-66.28180556,110.5276111,Casey,Fuel usage,45824,,litres,,
Jul-08,-54.61988889,158.861,Macquarie Island,Fuel usage,14526,,litres,,
Aug-08,-67.60269444,62.87380556,Mawson,Fuel usage,38285,,litres,,
Aug-08,-68.57661111,77.96738889,Davis,Fuel usage,64397,,litres,,
Aug-08,-66.28180556,110.5276111,Casey,Fuel usage,49043,,litres,,
Aug-08,-54.61988889,158.861,Macquarie Island,Fuel usage,15330,,litres,,
Sep-08,-67.60269444,62.87380556,Mawson,Fuel usage,36741,,litres,,
Sep-08,-68.57661111,77.96738889,Davis,Fuel usage,58780,,litres,,
Sep-08,-66.28180556,110.5276111,Casey,Fuel usage,47145,,litres,,
Sep-08,-54.61988889,158.861,Macquarie Island,Fuel usage,14771,,litres,,
Oct-08,-67.60269444,62.87380556,Mawson,Fuel usage,31446,,litres,,
Oct-08,-68.57661111,77.96738889,Davis,Fuel usage,51666,,litres,,
Oct-08,-66.28180556,110.5276111,Casey,Fuel usage,47220,,litres,,
Oct-08,-54.61988889,158.861,Macquarie Island,Fuel usage,15043,,litres,,
Nov-08,-67.60269444,62.87380556,Mawson,Fuel usage,25243,,litres,,
Nov-08,-68.57661111,77.96738889,Davis,Fuel usage,43329,,litres,,
Nov-08,-66.28180556,110.5276111,Casey,Fuel usage,38475,,litres,,
Nov-08,-54.61988889,158.861,Macquarie Island,Fuel usage,15141,,litres,,
Dec-08,-67.60269444,62.87380556,Mawson,Fuel usage,33015,,litres,,
Dec-08,-68.57661111,77.96738889,Davis,Fuel usage,40125,,litres,,
Dec-08,-66.28180556,110.5276111,Casey,Fuel usage,40843,,litres,,
Dec-08,-54.61988889,158.861,Macquarie Island,Fuel usage,14095,,litres,,
Jan-09,-67.60269444,62.87380556,Mawson,Fuel usage,29292,,litres,,
Jan-09,-68.57661111,77.96738889,Davis,Fuel usage,42453,,litres,,
Jan-09,-66.28180556,110.5276111,Casey,Fuel usage,42649,,litres,,
Jan-09,-54.61988889,158.861,Macquarie Island,Fuel usage,14663,,litres,,
Feb-09,-67.60269444,62.87380556,Mawson,Fuel usage,22152,,litres,,
Feb-09,-68.57661111,77.96738889,Davis,Fuel usage,46503,,litres,,
Feb-09,-66.28180556,110.5276111,Casey,Fuel usage,36219,,litres,,
Feb-09,-54.61988889,158.861,Macquarie Island,Fuel usage,14304,,litres,,
Mar-09,-67.60269444,62.87380556,Mawson,Fuel usage,20817,,litres,,
Mar-09,-68.57661111,77.96738889,Davis,Fuel usage,47638,,litres,,
Mar-09,-66.28180556,110.5276111,Casey,Fuel usage,40266,,litres,,
Mar-09,-54.61988889,158.861,Macquarie Island,Fuel usage,15493,,litres,,
Apr-09,-67.60269444,62.87380556,Mawson,Fuel usage,28998,,litres,,
Apr-09,-68.57661111,77.96738889,Davis,Fuel usage,49946,,litres,,
Apr-09,-66.28180556,110.5276111,Casey,Fuel usage,45644,,litres,,
Apr-09,-54.61988889,158.861,Macquarie Island,Fuel usage,13439,,litres,,
May-09,-67.60269444,62.87380556,Mawson,Fuel usage,33356,,litres,,
May-09,-68.57661111,77.96738889,Davis,Fuel usage,53683,,litres,,
May-09,-66.28180556,110.5276111,Casey,Fuel usage,46370,,litres,,
May-09,-54.61988889,158.861,Macquarie Island,Fuel usage,14109,,litres,,
Jun-09,-67.60269444,62.87380556,Mawson,Fuel usage,34514,,litres,,
Jun-09,-68.57661111,77.96738889,Davis,Fuel usage,52028,,litres,,
Jun-09,-66.28180556,110.5276111,Casey,Fuel usage,46442,,litres,,
Jun-09,-54.61988889,158.861,Macquarie Island,Fuel usage,15079,,litres,,
Jul-09,-67.60269444,62.87380556,Mawson,Fuel usage,32417,,litres,,
Jul-09,-68.57661111,77.96738889,Davis,Fuel usage,54749,,litres,,
Jul-09,-66.28180556,110.5276111,Casey,Fuel usage,46183,,litres,,
Jul-09,-54.61988889,158.861,Macquarie Island,Fuel usage,14839,,litres,,
Aug-09,-67.60269444,62.87380556,Mawson,Fuel usage,37963,,litres,,
Aug-09,-68.57661111,77.96738889,Davis,Fuel usage,59598,,litres,,
Aug-09,-66.28180556,110.5276111,Casey,Fuel usage,48409,,litres,,
Aug-09,-54.61988889,158.861,Macquarie Island,Fuel usage,14234,,litres,,
Sep-09,-67.60269444,62.87380556,Mawson,Fuel usage,30912,,litres,,
Sep-09,-68.57661111,77.96738889,Davis,Fuel usage,50241,,litres,,
Sep-09,-66.28180556,110.5276111,Casey,Fuel usage,43584,,litres,,
Sep-09,-54.61988889,158.861,Macquarie Island,Fuel usage,13464,,litres,,
Oct-09,-67.60269444,62.87380556,Mawson,Fuel usage,29516,,litres,,
Oct-09,-68.57661111,77.96738889,Davis,Fuel usage,50129,,litres,,
Oct-09,-66.28180556,110.5276111,Casey,Fuel usage,42839,,litres,,
Oct-09,-54.61988889,158.861,Macquarie Island,Fuel usage,15096,,litres,,
Nov-09,-67.60269444,62.87380556,Mawson,Fuel usage,24547,,litres,,
Nov-09,-68.57661111,77.96738889,Davis,Fuel usage,41772,,litres,,
Nov-09,-66.28180556,110.5276111,Casey,Fuel usage,40038,,litres,,
Nov-09,-54.61988889,158.861,Macquarie Island,Fuel usage,14459,,litres,,
Dec-09,-67.60269444,62.87380556,Mawson,Fuel usage,56042,,litres,,
Dec-09,-68.57661111,77.96738889,Davis,Fuel usage,42400,,litres,,
Dec-09,-66.28180556,110.5276111,Casey,Fuel usage,37847,,litres,,
Dec-09,-54.61988889,158.861,Macquarie Island,Fuel usage,13727,,litres,,
Jan-10,-67.60269444,62.87380556,Mawson,Fuel usage,28132,,litres,,
Jan-10,-68.57661111,77.96738889,Davis,Fuel usage,49271,,litres,,
Jan-10,-66.28180556,110.5276111,Casey,Fuel usage,39469,,litres,,
Jan-10,-54.61988889,158.861,Macquarie Island,Fuel usage,13419,,litres,,
Feb-10,-67.60269444,62.87380556,Mawson,Fuel usage,21105,,litres,,
Feb-10,-68.57661111,77.96738889,Davis,Fuel usage,43648,,litres,,
Feb-10,-66.28180556,110.5276111,Casey,Fuel usage,43921,,litres,,
Feb-10,-54.61988889,158.861,Macquarie Island,Fuel usage,11949,,litres,,
Mar-10,-67.60269444,62.87380556,Mawson,Fuel usage,20834,,litres,,
Mar-10,-68.57661111,77.96738889,Davis,Fuel usage,52651,,litres,,
Mar-10,-66.28180556,110.5276111,Casey,Fuel usage,42075,,litres,,
Mar-10,-54.61988889,158.861,Macquarie Island,Fuel usage,13918,,litres,,
Apr-10,-67.60269444,62.87380556,Mawson,Fuel usage,27516,,litres,,
Apr-10,-68.57661111,77.96738889,Davis,Fuel usage,57853,,litres,,
Apr-10,-66.28180556,110.5276111,Casey,Fuel usage,45962,,litres,,
Apr-10,-54.61988889,158.861,Macquarie Island,Fuel usage,14088,,litres,,
May-10,-67.60269444,62.87380556,Mawson,Fuel usage,26591,,litres,,
May-10,-68.57661111,77.96738889,Davis,Fuel usage,58854,,litres,,
May-10,-66.28180556,110.5276111,Casey,Fuel usage,50355,,litres,,
May-10,-54.61988889,158.861,Macquarie Island,Fuel usage,14072,,litres,,
Jun-10,-67.60269444,62.87380556,Mawson,Fuel usage,30479,,litres,,
Jun-10,-68.57661111,77.96738889,Davis,Fuel usage,64238,,litres,,
Jun-10,-66.28180556,110.5276111,Casey,Fuel usage,51142,,litres,,
Jun-10,-54.61988889,158.861,Macquarie Island,Fuel usage,14926,,litres,,
Jul-10,-67.60269444,62.87380556,Mawson,Fuel usage,36020,,litres,,
Jul-10,-68.57661111,77.96738889,Davis,Fuel usage,65191,,litres,,
Jul-10,-66.28180556,110.5276111,Casey,Fuel usage,54869,,litres,,
Jul-10,-54.61988889,158.861,Macquarie Island,Fuel usage,16737,,litres,,
Aug-10,-67.60269444,62.87380556,Mawson,Fuel usage,35144,,litres,,
Aug-10,-68.57661111,77.96738889,Davis,Fuel usage,64386,,litres,,
Aug-10,-66.28180556,110.5276111,Casey,Fuel usage,56982,,litres,,
Aug-10,-54.61988889,158.861,Macquarie Island,Fuel usage,15830,,litres,,
Sep-10,-67.60269444,62.87380556,Mawson,Fuel usage,32352,,litres,,
Sep-10,-68.57661111,77.96738889,Davis,Fuel usage,53823,,litres,,
Sep-10,-66.28180556,110.5276111,Casey,Fuel usage,56095,,litres,,
Sep-10,-54.61988889,158.861,Macquarie Island,Fuel usage,15094,,litres,,
Oct-10,-67.60269444,62.87380556,Mawson,Fuel usage,30210,,litres,,
Oct-10,-68.57661111,77.96738889,Davis,Fuel usage,56912,,litres,,
Oct-10,-66.28180556,110.5276111,Casey,Fuel usage,55545,,litres,,
Oct-10,-54.61988889,158.861,Macquarie Island,Fuel usage,15226,,litres,,
Nov-10,-67.60269444,62.87380556,Mawson,Fuel usage,31100,,litres,,
Nov-10,-68.57661111,77.96738889,Davis,Fuel usage,55000,,litres,,
Nov-10,-66.28180556,110.5276111,Casey,Fuel usage,46333,,litres,,
Nov-10,-54.61988889,158.861,Macquarie Island,Fuel usage,15183,,litres,,
Dec-10,-67.60269444,62.87380556,Mawson,Fuel usage,22550,,litres,,
Dec-10,-68.57661111,77.96738889,Davis,Fuel usage,46270,,litres,,
Dec-10,-66.28180556,110.5276111,Casey,Fuel usage,42649,,litres,,
Dec-10,-54.61988889,158.861,Macquarie Island,Fuel usage,15459,,litres,,
Jan-11,-67.60269444,62.87380556,Mawson,Fuel usage,22539,,litres,,
Jan-11,-68.57661111,77.96738889,Davis,Fuel usage,60670,,litres,,
Jan-11,-66.28180556,110.5276111,Casey,Fuel usage,40463,,litres,,
Jan-11,-54.61988889,158.861,Macquarie Island,Fuel usage,15197,,litres,,
Feb-11,-67.60269444,62.87380556,Mawson,Fuel usage,22294,,litres,,
Feb-11,-68.57661111,77.96738889,Davis,Fuel usage,57348,,litres,,
Feb-11,-66.28180556,110.5276111,Casey,Fuel usage,38424,,litres,,
Feb-11,-54.61988889,158.861,Macquarie Island,Fuel usage,14118,,litres,,
Mar-11,-67.60269444,62.87380556,Mawson,Fuel usage,24345,,litres,,
Mar-11,-68.57661111,77.96738889,Davis,Fuel usage,62658,,litres,,
Mar-11,-66.28180556,110.5276111,Casey,Fuel usage,46016,,litres,,
Mar-11,-54.61988889,158.861,Macquarie Island,Fuel usage,16639,,litres,,
Apr-11,-67.60269444,62.87380556,Mawson,Fuel usage,36200,,litres,,
Apr-11,-68.57661111,77.96738889,Davis,Fuel usage,65424,,litres,,
Apr-11,-66.28180556,110.5276111,Casey,Fuel usage,44259,,litres,,
Apr-11,-54.61988889,158.861,Macquarie Island,Fuel usage,17648,,litres,,
May-11,-67.60269444,62.87380556,Mawson,Fuel usage,39400,,litres,,
May-11,-68.57661111,77.96738889,Davis,Fuel usage,66575,,litres,,
May-11,-66.28180556,110.5276111,Casey,Fuel usage,51428,,litres,,
May-11,-54.61988889,158.861,Macquarie Island,Fuel usage,17064,,litres,,
Jun-11,-67.60269444,62.87380556,Mawson,Fuel usage,32236,,litres,,
Jun-11,-68.57661111,77.96738889,Davis,Fuel usage,71548,,litres,,
Jun-11,-66.28180556,110.5276111,Casey,Fuel usage,52261,,litres,,
Jun-11,-54.61988889,158.861,Macquarie Island,Fuel usage,17306,,litres,,
Jul-11,-67.60269444,62.87380556,Mawson,Fuel usage,38027,,litres,,
Jul-11,-68.57661111,77.96738889,Davis,Fuel usage,62344,,litres,,
Jul-11,-66.28180556,110.5276111,Casey,Fuel usage,54146,,litres,,
Jul-11,-54.61988889,158.861,Macquarie Island,Fuel usage,17331,,litres,,
Aug-11,-67.60269444,62.87380556,Mawson,Fuel usage,27433,,litres,,
