-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN
2000,9,27,4.085
2000,9,28,3.8856
2000,9,29,3.9204
2000,9,30,4.157
2000,10,1,4.0483
2000,10,2,4.2329
2000,10,3,4.3579
2000,10,4,4.7962
2000,10,5,4.4575
2000,10,6,4.6104
2000,10,7,4.3493
2000,10,8,4.2775
2000,10,9,4.3438
2000,10,10,4.7441
2000,10,11,4.4227
2000,10,12,4.5048
2000,10,13,2.8894
2000,10,14,5.1154
2000,10,15,5.2793
2000,10,16,4.932
2000,10,17,5.2555
2000,10,18,6.569
2000,10,19,5.6813
2000,10,20,4.4921
2000,10,21,6.3564
2000,10,22,6.6912
2000,10,23,7.1678
2000,10,24,7.6349
2000,10,25,7.6805
2000,10,26,6.1925
2000,10,27,5.3887
2000,10,28,5.369
2000,10,29,5.0261
2000,10,30,7.6795
2000,10,31,5.473
2000,11,1,5.4257
2000,11,2,6.5597
2000,11,3,6.7368
2000,11,4,6.8618
2000,11,5,6.9761
2000,11,6,6.9665
2000,11,7,4.3882
2000,11,8,6.7392
2000,11,9,7.7506
2000,11,10,7.6246
2000,11,11,7.0534
2000,11,12,6.4894
2000,11,13,8.3429
2000,11,14,6.5234
2000,11,15,6.6382
2000,11,16,7.7237
2000,11,17,7.4734
2000,11,18,9.0996
2000,11,19,9.27
2000,11,20,8.003
2000,11,21,8.3234
2000,11,22,8.1336
2000,11,23,8.2918
2000,11,24,8.2051
2000,11,25,8.0741
2000,11,26,9.4133
2000,11,27,9.0278
2000,11,28,4.7935
2000,11,29,4.6819
2000,11,30,9.552
2000,12,1,5.2202
2000,12,2,6.7934
2000,12,3,8.3393
2000,12,4,7.8209
2000,12,5,7.5348
2000,12,6,8.6009
2000,12,7,8.4276
2000,12,8,5.442
2000,12,9,5.1629
2000,12,10,8.797
2000,12,11,9.3449
2000,12,12,10.1489
2000,12,13,9.9559
2000,12,14,9.3576
2000,12,15,8.693
2000,12,16,6.9806
2000,12,17,6.1111
2000,12,18,9.2201
2000,12,19,9.0235
2000,12,20,7.5821
2000,12,21,8.467
2000,12,22,8.7367
2000,12,23,8.9297
2000,12,24,8.0261
2000,12,25,9.7872
2000,12,26,8.9124
2000,12,27,4.9778
2000,12,28,5.2214
2000,12,29,8.5315
2000,12,30,9.1243
2000,12,31,8.838
2001,1,1,9.3362
2001,1,2,8.051
2001,1,3,8.8186
2001,1,4,9.4596
2001,1,5,9.1687
2001,1,6,9.0854
2001,1,7,9.1589
2001,1,8,6.3677
2001,1,9,3.6293
2001,1,10,6.5011
2001,1,11,7.8758
2001,1,12,3.5323
2001,1,13,4.7177
2001,1,14,7.0874
2001,1,15,5.7828
2001,1,16,8.0645
2001,1,17,8.4286
2001,1,18,8.6602
2001,1,19,8.6407
2001,1,20,8.2128
2001,1,21,7.7623
2001,1,22,7.4894
2001,1,23,5.6359
2001,1,24,4.0306
2001,1,25,6.5074
2001,1,26,8.0827
2001,1,27,7.0116
2001,1,28,7.7213
2001,1,29,4.728
2001,1,30,3.9096
2001,1,31,7.602
2001,2,1,7.4054
2001,2,2,7.6025
2001,2,3,5.7077
2001,2,4,7.057
2001,2,5,3.3523
2001,2,6,3.8686
2001,2,7,4.4786
2001,2,8,4.8468
2001,2,9,2.8577
2001,2,10,2.8836
2001,2,11,2.9203
2001,2,12,3.7306
2001,2,13,2.6498
2001,2,14,2.8118
2001,2,15,2.6998
2001,2,16,3.1097
2001,2,17,4.1952
2001,2,18,3.599
2001,2,19,2.8375
2001,2,20,5.2754
2001,2,21,2.651
2001,2,22,2.2925
2001,2,23,3.1152
2001,2,24,2.964
2001,2,25,2.5279
2001,2,26,2.3657
2001,2,27,2.5344
2001,2,28,4.1021
2001,3,1,3.9276
2001,3,2,2.0114
2001,3,3,2.9306
2001,3,4,2.9134
2001,3,5,2.0496
2001,3,6,4.3018
2001,3,7,4.0524
2001,3,8,4.0133
2001,3,9,2.7192
2001,3,10,2.4242
2001,3,11,2.0052
2001,3,12,2.8366
2001,3,13,2.6722
2001,3,14,2.6849
2001,3,15,3.1469
2001,3,16,2.0866
2001,3,17,2.0873
2001,3,18,2.0789
2001,3,19,1.5106
2001,3,20,2.0249
2001,3,21,1.7914
2001,3,22,1.6776
2001,3,23,2.1446
2001,3,24,1.8187
2001,3,25,2.0954
2001,3,26,2.2507
2001,3,27,2.3407
2001,3,28,1.9817
2001,3,29,2.1967
2001,3,30,1.8595
2001,3,31,2.0057
2001,4,1,1.9279
2001,4,2,1.6769
2001,4,3,1.8062
2001,4,4,1.133
2001,4,5,1.0982
2001,4,6,1.1902
2001,4,7,1.1549
2001,4,8,1.2146
2001,4,9,0.9401
2001,4,10,1.1671
2001,4,11,1.2319
2001,4,12,0.966
2001,4,13,1.2794
2001,4,14,1.2396
2001,4,15,1.1969
2001,4,16,1.0822
2001,4,17,0.9967
2001,4,18,0.9972
2001,4,19,0.8635
2001,4,20,0.6365
2001,4,21,0.8285
2001,4,22,0.5374
2001,4,23,0.6883
2001,4,24,0.4922
2001,4,25,0.7301
2001,4,26,0.4656
2001,4,27,0.5669
2001,4,28,0.4543
2001,4,29,0.5906
2001,4,30,0.4954
2001,5,1,0.4145
2001,5,2,0.307
2001,5,3,0.4128
2001,5,4,0.3758
2001,5,5,0.2933
2001,5,6,0.3005
2001,5,7,0.2887
2001,5,8,0.1728
2001,5,9,0.1555
2001,5,10,0.2033
2001,5,11,0.198
2001,5,12,0.1229
2001,5,13,0.1152
2001,5,14,0.1102
2001,5,15,0.1157
2001,5,16,0.0881
2001,5,17,0.0785
2001,5,18,0.0713
2001,5,19,0.0682
2001,5,20,0.054
2001,5,21,0.055
2001,5,22,0.053
2001,5,23,0.0432
2001,5,24,0.0307
2001,5,25,0.0276
2001,5,26,0.0286
2001,5,27,0.0168
2001,5,28,0.0134
2001,5,29,0.0106
2001,5,30,0.0074
2001,5,31,0.0048
2001,6,1,0.0034
2001,6,2,0.0024
2001,6,3,0.0014
2001,6,4,0.001
2001,6,5,0.0005
2001,6,6,0.0
2001,6,7,0.0
2001,6,8,0.0
2001,6,9,0.0
2001,6,10,0.0
2001,6,11,0.0
2001,6,12,0.0
2001,6,13,0.0
2001,6,14,0.0
2001,6,15,0.0
2001,6,16,0.0
2001,6,17,0.0
2001,6,18,0.0
2001,6,19,0.0
2001,6,20,0.0
2001,6,21,0.0
2001,6,22,0.0
2001,6,23,0.0
2001,6,24,0.0
2001,6,25,0.0
2001,6,26,0.0
2001,6,27,0.0
2001,6,28,0.0
2001,6,29,0.0
2001,6,30,0.0
2001,7,1,0.0
2001,7,2,0.0
2001,7,3,0.0
2001,7,4,0.0
2001,7,5,0.0
2001,7,6,0.0002
2001,7,7,0.0005
2001,7,8,0.001
2001,7,9,0.0019
2001,7,10,0.0026
2001,7,11,0.0038
2001,7,12,0.006
2001,7,13,0.0094
2001,7,14,0.0096
2001,7,15,0.0125
2001,7,16,0.0144
2001,7,17,0.0211
2001,7,18,0.0276
2001,7,19,0.0288
2001,7,20,0.0427
2001,7,21,0.036
2001,7,22,0.0578
2001,7,23,0.0569
2001,7,24,0.0722
2001,7,25,0.0787
2001,7,26,0.0919
2001,7,27,0.1164
2001,7,28,0.1274
2001,7,29,0.0862
2001,7,30,0.107
2001,7,31,0.1478
2001,8,1,0.2076
2001,8,2,0.1291
2001,8,3,0.2412
2001,8,4,0.2414
2001,8,5,0.2074
2001,8,6,0.1675
2001,8,7,0.2573
2001,8,8,0.2827
2001,8,9,0.2618
2001,8,10,0.2796
2001,8,11,0.3341
2001,8,12,0.5162
2001,8,13,0.4639
2001,8,14,0.5765
2001,8,15,0.647
2001,8,16,0.6101
2001,8,17,0.6108
2001,8,18,0.5414
2001,8,19,0.8772
2001,8,20,0.6022
2001,8,21,0.4795
2001,8,22,0.601
2001,8,23,0.5429
2001,8,24,0.5366
2001,8,25,1.0178
2001,8,26,1.2912
2001,8,27,1.1434
2001,8,28,0.7759
2001,8,29,0.8345
2001,8,30,1.6128
2001,8,31,1.2914
2001,9,1,1.1918
2001,9,2,1.4028
2001,9,3,1.4834
2001,9,4,1.3231
2001,9,5,1.4126
2001,9,6,1.7873
2001,9,7,1.83
2001,9,8,1.7155
2001,9,9,1.3056
2001,9,10,2.0294
2001,9,11,2.4576
2001,9,12,2.166
2001,9,13,1.7854
2001,9,14,1.7782
2001,9,15,2.6186
2001,9,16,2.2166
2001,9,17,2.6215
2001,9,18,2.7298
2001,9,19,2.4473
2001,9,20,2.1739
2001,9,21,2.6669
2001,9,22,2.9964
2001,9,23,3.1488
2001,9,24,3.3857
2001,9,25,3.3679
2001,9,26,3.4776
2001,9,27,2.7907
2001,9,28,3.1663
2001,9,29,3.4294
2001,9,30,3.2918
2001,10,1,3.1056
2001,10,2,3.5107
2001,10,3,4.104
2001,10,4,4.1268
2001,10,5,4.2389
2001,10,6,4.5142
2001,10,7,4.5456
2001,10,8,4.7275
2001,10,9,4.3766
2001,10,10,4.9771
2001,10,11,3.527
2001,10,12,4.0147
2001,10,13,3.8892
2001,10,14,4.5607
2001,10,15,6.0617
2001,10,16,5.4002
2001,10,17,4.901
2001,10,18,4.4585
2001,10,19,4.5749
2001,10,20,4.4904
2001,10,21,4.6793
2001,10,22,4.4294
2001,10,23,4.9154
2001,10,24,6.066
2001,10,25,5.7026
2001,10,26,5.9498
2001,10,27,6.4349
2001,10,28,6.4692
2001,10,29,6.8741
2001,10,30,6.8642
2001,10,31,6.823
2001,11,1,6.99
2001,11,2,7.1746
2001,11,3,7.2888
2001,11,4,6.8599
2001,11,5,6.6197
2001,11,6,6.4181
2001,11,7,6.4334
2001,11,8,6.2474
2001,11,9,6.647
2001,11,10,7.8454
2001,11,11,6.9026
2001,11,12,4.0289
2001,11,13,6.1123
2001,11,14,6.918
2001,11,15,7.0774
2001,11,16,6.5798
2001,11,17,7.1813
2001,11,18,6.8518
2001,11,19,8.1727
2001,11,20,8.4132
2001,11,21,7.5002
2001,11,22,8.7115
2001,11,23,8.7607
2001,11,24,8.1041
2001,11,25,9.1135
2001,11,26,8.8656
2001,11,27,5.9088
2001,11,28,7.9063
2001,11,29,6.8054
2001,11,30,5.9374
2001,12,1,9.6557
2001,12,2,9.2909
2001,12,3,8.9995
2001,12,4,5.5764
2001,12,5,5.5903
2001,12,6,6.6559
2001,12,7,9.1594
2001,12,8,9.5911
2001,12,9,6.8657
2001,12,10,8.9568
2001,12,11,7.4657
2001,12,12,7.0786
2001,12,13,6.534
2001,12,14,8.9633
2001,12,15,6.9082
2001,12,16,6.5537
2001,12,17,5.9018
2001,12,18,6.2107
2001,12,19,7.686
2001,12,20,7.645
2001,12,21,6.9571
2001,12,22,6.0209
2001,12,23,6.5609
2001,12,24,6.9415
2001,12,25,9.3869
2001,12,26,7.8185
2001,12,27,5.0162
2001,12,28,6.5064
2001,12,29,9.3415
2001,12,30,7.7887
2001,12,31,9.7654
2002,1,1,7.2562
2002,1,2,7.2917
2002,1,3,9.3125
2002,1,4,8.3626
2002,1,5,5.9182
2002,1,6,4.6572
2002,1,7,7.123
2002,1,8,9.2674
2002,1,9,8.7874
2002,1,10,7.7762
2002,1,11,5.203
2002,1,12,6.1997
2002,1,13,5.0002
2002,1,14,7.835
2002,1,15,6.7147
2002,1,16,8.377
2002,1,17,8.2956
2002,1,18,5.0522
2002,1,19,8.4276
2002,1,20,6.6175
2002,1,21,8.4677
2002,1,22,7.7254
2002,1,23,5.7053
2002,1,24,8.3448
2002,1,25,7.8502
2002,1,26,5.6861
2002,1,27,4.9771
2002,1,28,7.5528
2002,1,29,7.6543
2002,1,30,4.4222
2002,1,31,6.0869
2002,2,1,5.4432
2002,2,2,4.7719
2002,2,3,3.4673
2002,2,4,5.5039
2002,2,5,4.5406
2002,2,6,5.125
2002,2,7,3.2131
2002,2,8,6.8786
2002,2,9,6.0586
2002,2,10,5.8435
2002,2,11,6.1493
2002,2,12,6.0161
2002,2,13,3.1358
2002,2,14,6.2294
2002,2,15,5.0892
2002,2,16,6.1894
2002,2,17,5.995
2002,2,18,4.9042
2002,2,19,4.5931
2002,2,20,4.4527
2002,2,21,4.4818
2002,2,22,5.371
2002,2,23,4.009
2002,2,24,3.5782
2002,2,25,3.9084
2002,2,26,2.5546
2002,2,27,2.9712
2002,2,28,4.7129
2002,3,1,4.5449
2002,3,2,3.5861
2002,3,3,2.6196
2002,3,4,4.0402
2002,3,5,4.4263
2002,3,6,3.8016
2002,3,7,4.1534
2002,3,8,3.5988
2002,3,9,3.69
2002,3,10,3.313
2002,3,11,3.4894
2002,3,12,2.7648
2002,3,13,3.5875
2002,3,14,3.6478
2002,3,15,3.1274
2002,3,16,2.7914
2002,3,17,2.5951
2002,3,18,2.3165
2002,3,19,2.1379
2002,3,20,2.2423
2002,3,21,2.209
2002,3,22,2.2572
2002,3,23,2.2505
2002,3,24,2.2526
2002,3,25,2.1989
2002,3,26,2.123
2002,3,27,2.0498
2002,3,28,1.9433
2002,3,29,1.5674
2002,3,30,1.9522
2002,3,31,2.1521
2002,4,1,2.0614
2002,4,2,1.9673
2002,4,3,1.1726
2002,4,4,1.513
2002,4,5,1.6786
2002,4,6,1.7196
2002,4,7,1.6272
2002,4,8,1.5818
2002,4,9,1.507
2002,4,10,0.7001
2002,4,11,0.7483
2002,4,12,1.1328
2002,4,13,1.2295
2002,4,14,1.2504
2002,4,15,0.9166
2002,4,16,1.1311
2002,4,17,0.7968
2002,4,18,0.719
2002,4,19,0.8609
2002,4,20,0.7296
2002,4,21,0.4937
2002,4,22,0.427
2002,4,23,0.4706
2002,4,24,0.4546
2002,4,25,0.5143
2002,4,26,0.6413
2002,4,27,0.5633
2002,4,28,0.4922
2002,4,29,0.3934
2002,4,30,0.3269
2002,5,1,0.2741
2002,5,2,0.4164
2002,5,3,0.2398
2002,5,4,0.2326
2002,5,5,0.2196
2002,5,6,0.2177
2002,5,7,0.186
2002,5,8,0.2158
2002,5,9,0.2081
2002,5,10,0.1682
2002,5,11,0.1423
2002,5,12,0.1123
2002,5,13,0.1202
2002,5,14,0.1193
2002,5,15,0.1015
2002,5,16,0.0895
2002,5,17,0.079
2002,5,18,0.0655
2002,5,19,0.0634
2002,5,20,0.0619
2002,5,21,0.0482
2002,5,22,0.03
2002,5,23,0.0353
2002,5,24,0.0307
2002,5,25,0.0254
2002,5,26,0.0216
2002,5,27,0.0168
2002,5,28,0.013
2002,5,29,0.011
2002,5,30,0.0077
2002,5,31,0.0065
2002,6,1,0.0038
2002,6,2,0.0029
2002,6,3,0.0017
2002,6,4,0.001
2002,6,5,0.0005
2002,6,6,0.0002
2002,6,7,0.0
2002,6,8,0.0
2002,6,9,0.0
2002,6,10,0.0
2002,6,11,0.0
2002,6,12,0.0
2002,6,13,0.0
2002,6,14,0.0
2002,6,15,0.0
2002,6,16,0.0
2002,6,17,0.0
2002,6,18,0.0
2002,6,19,0.0
2002,6,20,0.0
2002,6,21,0.0
2002,6,22,0.0
2002,6,23,0.0
2002,6,24,0.0
2002,6,25,0.0
2002,6,26,0.0
2002,6,27,0.0
2002,6,28,0.0
2002,6,29,0.0
2002,6,30,0.0
2002,7,1,0.0
2002,7,2,0.0
2002,7,3,0.0
2002,7,4,0.0
2002,7,5,0.0
2002,7,6,0.0
2002,7,7,0.0002
2002,7,8,0.001
2002,7,9,0.0019
2002,7,10,0.0024
2002,7,11,0.0034
2002,7,12,0.0046
2002,7,13,0.007
2002,7,14,0.0089
2002,7,15,0.0118
2002,7,16,0.0134
2002,7,17,0.0178
2002,7,18,0.0293
2002,7,19,0.029
2002,7,20,0.0365
2002,7,21,0.0449
2002,7,22,0.047
2002,7,23,0.0511
2002,7,24,0.066
2002,7,25,0.0595
2002,7,26,0.0715
2002,7,27,0.1102
2002,7,28,0.0982
2002,7,29,0.1018
2002,7,30,0.1241
2002,7,31,0.1116
2002,8,1,0.1274
2002,8,2,0.1327
2002,8,3,0.1356
2002,8,4,0.1735
2002,8,5,0.1788
2002,8,6,0.2004
2002,8,7,0.3233
2002,8,8,0.3586
2002,8,9,0.2851
2002,8,10,0.4375
2002,8,11,0.2839
2002,8,12,0.3974
2002,8,13,0.4248
2002,8,14,0.5038
2002,8,15,0.6106
2002,8,16,0.5102
2002,8,17,0.6566
2002,8,18,0.7032
2002,8,19,0.6962
2002,8,20,0.8011
2002,8,21,0.6946
2002,8,22,0.8482
2002,8,23,0.9115
2002,8,24,0.979
2002,8,25,1.0409
2002,8,26,0.6614
2002,8,27,1.1352
2002,8,28,0.9682
2002,8,29,0.9794
2002,8,30,1.0063
2002,8,31,1.2262
2002,9,1,1.4342
2002,9,2,1.0435
2002,9,3,0.9619
2002,9,4,1.2938
2002,9,5,1.2706
2002,9,6,1.0598
2002,9,7,1.5302
2002,9,8,1.7518
2002,9,9,1.8838
2002,9,10,2.7146
2002,9,11,1.9793
2002,9,12,2.1482
2002,9,13,2.2906
2002,9,14,2.4096
2002,9,15,2.4187
2002,9,16,1.7678
2002,9,17,2.3659
2002,9,18,2.3282
2002,9,19,2.509
2002,9,20,2.6126
2002,9,21,2.4458
2002,9,22,2.1014
2002,9,23,3.0876
2002,9,24,2.947
2002,9,25,3.3314
2002,9,26,3.2455
2002,9,27,3.4445
2002,9,28,3.6497
2002,9,29,2.8812
2002,9,30,3.6962
2002,10,1,3.8587
2002,10,2,4.0738
2002,10,3,4.11
2002,10,4,3.7862
2002,10,5,2.8915
2002,10,6,3.0156
2002,10,7,3.4452
2002,10,8,3.4255
2002,10,9,3.9101
2002,10,10,3.162
2002,10,11,4.4438
2002,10,12,5.0242
2002,10,13,4.4861
2002,10,14,5.2094
2002,10,15,5.2769
2002,10,16,5.2236
2002,10,17,5.3585
2002,10,18,4.5391
2002,10,19,5.6695
2002,10,20,4.9416
2002,10,21,5.0405
2002,10,22,4.8562
2002,10,23,5.1434
2002,10,24,5.8514
2002,10,25,5.3071
2002,10,26,6.0156
2002,10,27,6.4884
2002,10,28,5.2682
2002,10,29,5.6981
2002,10,30,5.2109
2002,10,31,6.0938
2002,11,1,5.7156
2002,11,2,6.2981
2002,11,3,6.7178
2002,11,4,7.3219
2002,11,5,5.8586
2002,11,6,7.0846
2002,11,7,6.9005
2002,11,8,5.9266
2002,11,9,5.7638
2002,11,10,6.4675
2002,11,11,7.6529
2002,11,12,6.7106
2002,11,13,6.2515
2002,11,14,7.0939
2002,11,15,7.7635
2002,11,16,8.4715
2002,11,17,8.5433
2002,11,18,8.2526
2002,11,19,8.6926
2002,11,20,8.3474
2002,11,21,7.806
2002,11,22,7.7976
2002,11,23,8.771
2002,11,24,8.3774
2002,11,25,8.8634
2002,11,26,8.8831
2002,11,27,9.4366
2002,11,28,9.522
2002,11,29,9.3586
2002,11,30,8.2318
2002,12,1,9.5635
2002,12,2,9.1409
2002,12,3,9.2359
2002,12,4,9.3982
2002,12,5,8.7473
2002,12,6,8.2135
2002,12,7,8.6172
2002,12,8,9.8839
2002,12,9,8.3604
2002,12,10,8.7014
2002,12,11,9.5746
2002,12,12,9.379
2002,12,13,6.6578
2002,12,14,7.949
2002,12,15,7.926
2002,12,16,8.4919
2002,12,17,9.2078
2002,12,18,10.3193
2002,12,19,9.3852
2002,12,20,10.1069
2002,12,21,8.7833
2002,12,22,8.3414
2002,12,23,10.1993
2002,12,24,10.0022
2002,12,25,9.7889
2002,12,26,8.8342
2002,12,27,9.6031
2002,12,28,9.2839
2002,12,29,7.7726
2002,12,30,6.697
2002,12,31,7.6169
2003,1,1,5.2819
2003,1,2,4.925
2003,1,3,5.1449
2003,1,4,5.8087
2003,1,5,6.5683
2003,1,6,6.3828
2003,1,7,8.1298
2003,1,8,8.3844
2003,1,9,9.0816
2003,1,10,8.5766
2003,1,11,5.8714
2003,1,12,7.4921
2003,1,13,9.3432
2003,1,14,9.1699
2003,1,15,8.7682
2003,1,16,6.4212
2003,1,17,4.8199
2003,1,18,4.975
2003,1,19,8.0134
2003,1,20,8.5944
2003,1,21,7.4988
2003,1,22,4.4489
2003,1,23,6.5698
2003,1,24,7.4988
2003,1,25,8.1226
2003,1,26,6.8309
2003,1,27,6.4322
2003,1,28,4.4314
2003,1,29,4.801
2003,1,30,5.8042
2003,1,31,4.9985
2003,2,1,4.0368
2003,2,2,4.6632
2003,2,3,4.459
2003,2,4,3.5681
2003,2,5,3.8837
2003,2,6,5.2819
2003,2,7,4.0001
2003,2,8,4.4633
2003,2,9,5.0796
2003,2,10,6.8179
2003,2,11,5.5085
2003,2,12,5.5661
2003,2,13,6.4027
2003,2,14,5.9138
2003,2,15,5.953
2003,2,16,6.3442
2003,2,17,5.573
2003,2,18,3.5837
2003,2,19,3.709
2003,2,20,4.9075
2003,2,21,5.3112
2003,2,22,3.4769
2003,2,23,4.8682
2003,2,24,5.297
2003,2,25,2.8075
2003,2,26,2.7341
2003,2,27,3.0766
2003,2,28,2.6854
2003,3,1,2.2826
2003,3,2,2.3069
2003,3,3,2.3388
2003,3,4,3.4003
2003,3,5,3.2808
2003,3,6,4.0435
2003,3,7,3.9065
2003,3,8,2.2709
2003,3,9,2.8202
2003,3,10,2.7137
2003,3,11,2.7497
2003,3,12,3.4246
2003,3,13,2.4641
2003,3,14,3.1162
2003,3,15,1.6082
2003,3,16,1.345
2003,3,17,1.2487
2003,3,18,1.7618
2003,3,19,1.5871
2003,3,20,1.8936
2003,3,21,1.524
2003,3,22,1.4558
2003,3,23,1.8749
2003,3,24,1.896
2003,3,25,2.4077
2003,3,26,2.0338
2003,3,27,1.4542
2003,3,28,1.2905
2003,3,29,1.4508
2003,3,30,1.0075
2003,3,31,1.2696
2003,4,1,2.0254
2003,4,2,1.9589
2003,4,3,1.9814
2003,4,4,1.6404
2003,4,5,1.7242
2003,4,6,1.6622
2003,4,7,1.5202
2003,4,8,1.6003
2003,4,9,1.3001
2003,4,10,1.2691
2003,4,11,1.3966
2003,4,12,0.6638
2003,4,13,0.7178
2003,4,14,0.911
2003,4,15,1.2091
2003,4,16,0.9535
2003,4,17,1.0867
2003,4,18,0.8628
2003,4,19,0.9658
2003,4,20,0.4891
2003,4,21,0.7918
2003,4,22,0.7932
2003,4,23,0.4838
2003,4,24,0.6934
2003,4,25,0.691
2003,4,26,0.5623
2003,4,27,0.5935
2003,4,28,0.462
2003,4,29,0.3994
2003,4,30,0.378
2003,5,1,0.4253
2003,5,2,0.4044
2003,5,3,0.2863
2003,5,4,0.2642
2003,5,5,0.2693
2003,5,6,0.215
2003,5,7,0.1937
2003,5,8,0.173
2003,5,9,0.2407
2003,5,10,0.1759
2003,5,11,0.1286
2003,5,12,0.1258
2003,5,13,0.107
2003,5,14,0.1176
2003,5,15,0.1315
2003,5,16,0.0898
2003,5,17,0.103
2003,5,18,0.0751
2003,5,19,0.0914
2003,5,20,0.0696
2003,5,21,0.0665
2003,5,22,0.053
2003,5,23,0.0497
2003,5,24,0.0338
2003,5,25,0.0334
2003,5,26,0.0266
2003,5,27,0.0245
2003,5,28,0.0156
2003,5,29,0.0113
2003,5,30,0.0084
2003,5,31,0.0065
2003,6,1,0.0046
2003,6,2,0.0034
2003,6,3,0.0024
2003,6,4,0.0017
2003,6,5,0.001
2003,6,6,0.0005
2003,6,7,0.0
2003,6,8,0.0
2003,6,9,0.0
2003,6,10,0.0
2003,6,11,0.0
2003,6,12,0.0
2003,6,13,0.0
2003,6,14,0.0
2003,6,15,0.0
2003,6,16,0.0
2003,6,17,0.0
2003,6,18,0.0
2003,6,19,0.0
2003,6,20,0.0
2003,6,21,0.0
2003,6,22,0.0
2003,6,23,0.0
2003,6,24,0.0
2003,6,25,0.0
2003,6,26,0.0
2003,6,27,0.0
2003,6,28,0.0
2003,6,29,0.0
2003,6,30,0.0
2003,7,1,0.0
2003,7,2,0.0
2003,7,3,0.0
2003,7,4,0.0
2003,7,5,0.0
2003,7,6,0.0
2003,7,7,0.0002
2003,7,8,0.0007
2003,7,9,0.0012
2003,7,10,0.0022
2003,7,11,0.0026
2003,7,12,0.0046
2003,7,13,0.006
2003,7,14,0.0106
2003,7,15,0.0127
2003,7,16,0.0178
2003,7,17,0.025
2003,7,18,0.0218
2003,7,19,0.0269
2003,7,20,0.029
2003,7,21,0.0372
2003,7,22,0.0463
2003,7,23,0.0526
2003,7,24,0.0475
2003,7,25,0.0619
2003,7,26,0.0756
2003,7,27,0.0845
2003,7,28,0.1075
2003,7,29,0.0965
2003,7,30,0.1207
2003,7,31,0.1246
2003,8,1,0.1138
2003,8,2,0.125
2003,8,3,0.2059
2003,8,4,0.2234
2003,8,5,0.2424
2003,8,6,0.2465
2003,8,7,0.2412
2003,8,8,0.2189
2003,8,9,0.3101
2003,8,10,0.3802
2003,8,11,0.3912
2003,8,12,0.4272
2003,8,13,0.463
2003,8,14,0.3115
2003,8,15,0.3036
2003,8,16,0.252
2003,8,17,0.4116
2003,8,18,0.4308
2003,8,19,0.7282
2003,8,20,0.4567
2003,8,21,0.7838
2003,8,22,0.7793
2003,8,23,0.7966
2003,8,24,0.697
2003,8,25,0.9038
2003,8,26,1.0805
2003,8,27,0.8954
2003,8,28,0.5239
2003,8,29,0.7711
2003,8,30,0.6199
2003,8,31,0.9202
2003,9,1,1.1556
2003,9,2,0.8911
2003,9,3,1.0044
2003,9,4,1.4798
2003,9,5,1.7786
2003,9,6,1.6932
2003,9,7,1.7227
2003,9,8,1.7746
2003,9,9,1.8854
2003,9,10,1.9214
2003,9,11,1.6846
2003,9,12,2.1886
2003,9,13,1.8622
2003,9,14,2.154
2003,9,15,2.4686
2003,9,16,2.0155
2003,9,17,2.1917
2003,9,18,2.6962
2003,9,19,2.6299
2003,9,20,2.3107
2003,9,21,2.6398
2003,9,22,2.2579
2003,9,23,2.8774
2003,9,24,2.4953
2003,9,25,3.2926
2003,9,26,3.0588
2003,9,27,2.9215
2003,9,28,3.4994
2003,9,29,2.3527
2003,9,30,3.0182
2003,10,1,3.7733
2003,10,2,3.5846
2003,10,3,3.7073
2003,10,4,3.5698
2003,10,5,4.2886
2003,10,6,3.9007
2003,10,7,4.386
2003,10,8,4.3174
2003,10,9,4.6286
2003,10,10,3.9737
2003,10,11,3.9912
2003,10,12,4.4174
2003,10,13,4.8643
2003,10,14,5.1571
2003,10,15,4.4518
2003,10,16,4.8038
2003,10,17,5.5198
2003,10,18,5.6474
2003,10,19,4.7633
2003,10,20,5.117
2003,10,21,5.9693
2003,10,22,4.813
2003,10,23,6.1402
2003,10,24,6.6463
2003,10,25,6.4589
2003,10,26,6.2866
2003,10,27,6.4697
2003,10,28,6.3326
2003,10,29,6.7469
2003,10,30,6.9725
2003,10,31,6.2009
2003,11,1,7.1318
2003,11,2,7.1726
2003,11,3,7.243
2003,11,4,6.9833
2003,11,5,6.5455
2003,11,6,7.387
2003,11,7,7.1119
2003,11,8,7.4225
2003,11,9,7.9512
2003,11,10,7.2031
2003,11,11,7.104
2003,11,12,7.2871
2003,11,13,8.2606
2003,11,14,8.2673
2003,11,15,7.5732
2003,11,16,7.1986
2003,11,17,7.9488
2003,11,18,7.2799
2003,11,19,8.3501
2003,11,20,9.024
2003,11,21,8.833
2003,11,22,7.7119
2003,11,23,7.7014
2003,11,24,8.7871
2003,11,25,9.1644
2003,11,26,9.1966
2003,11,27,7.8854
2003,11,28,8.4917
2003,11,29,8.7226
2003,11,30,9.5419
2003,12,1,9.779
2003,12,2,7.2859
