-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN
2009,11,19,8.549
2009,11,20,8.1413
2009,11,21,7.4369
2009,11,22,7.7578
2009,11,23,7.1033
2009,11,24,7.5672
2009,11,25,8.0482
2009,11,26,8.4895
2009,11,27,9.0624
2009,11,28,8.3462
2009,11,29,9.1056
2009,11,30,9.0432
2009,12,1,7.8386
2009,12,2,9.2878
2009,12,3,9.7265
2009,12,4,8.6762
2009,12,5,9.2844
2009,12,6,7.98
2009,12,7,6.307
2009,12,8,7.5766
2009,12,9,7.9546
2009,12,10,8.3662
2009,12,11,8.3167
2009,12,12,8.4554
2009,12,13,9.5513
2009,12,14,9.101
2009,12,15,8.1866
2009,12,16,7.8223
2009,12,17,8.9935
2009,12,18,9.3605
2009,12,19,7.7441
2009,12,20,7.4369
2009,12,21,7.2238
2009,12,22,8.9957
2009,12,23,8.5342
2009,12,24,9.09
2009,12,25,9.2734
2009,12,26,10.1772
2009,12,27,10.0126
2009,12,28,10.189
2009,12,29,10.1544
2009,12,30,9.8652
2009,12,31,9.7085
2010,1,1,9.3434
2010,1,2,9.8201
2010,1,3,9.8004
2010,1,4,9.6403
2010,1,5,9.6134
2010,1,6,8.6143
2010,1,7,9.4013
2010,1,8,7.3985
2010,1,9,7.9944
2010,1,10,4.9598
2010,1,11,5.7094
2010,1,12,6.2287
2010,1,13,4.4933
2010,1,14,3.8513
2010,1,15,7.6327
2010,1,16,4.003
2010,1,17,6.6137
2010,1,18,8.2978
2010,1,19,8.922
2010,1,20,8.5217
2010,1,21,4.5353
2010,1,22,6.493
2010,1,23,4.6284
2010,1,24,4.6992
2010,1,25,7.4035
2010,1,26,6.0535
2010,1,27,5.5162
2010,1,28,5.5918
2010,1,29,7.3826
2010,1,30,7.3872
2010,1,31,7.3186
2010,2,1,6.7651
2010,2,2,7.1172
2010,2,3,7.0356
2010,2,4,6.924
2010,2,5,5.9539
2010,2,6,6.449
2010,2,7,4.0198
2010,2,8,6.1786
2010,2,9,4.7076
2010,2,10,6.3269
2010,2,11,6.6348
2010,2,12,4.0198
2010,2,13,4.3987
2010,2,14,2.5205
2010,2,15,3.4678
2010,2,16,6.1106
2010,2,17,3.8878
2010,2,18,3.3358
2010,2,19,5.0482
2010,2,20,4.0176
2010,2,21,4.729
2010,2,22,5.3491
2010,2,23,5.1876
2010,2,24,3.1759
2010,2,25,5.0578
2010,2,26,2.0335
2010,2,27,3.6134
2010,2,28,4.5898
2010,3,1,2.3426
2010,3,2,3.899
2010,3,3,1.5384
2010,3,4,2.2898
2010,3,5,2.4998
2010,3,6,3.1505
2010,3,7,2.9508
2010,3,8,2.9614
2010,3,9,4.11
2010,3,10,3.3684
2010,3,11,2.6647
2010,3,12,1.7162
2010,3,13,1.9351
2010,3,14,2.9402
2010,3,15,3.5395
2010,3,16,3.402
2010,3,17,3.0912
2010,3,18,1.6944
2010,3,19,1.7021
2010,3,20,1.5014
2010,3,21,2.2865
2010,3,22,1.7592
2010,3,23,1.535
2010,3,24,1.4659
2010,3,25,1.4674
2010,3,26,1.4666
2010,3,27,2.2152
2010,3,28,1.578
2010,3,29,2.1377
2010,3,30,1.2662
2010,3,31,1.938
2010,4,1,1.9862
2010,4,2,1.951
2010,4,3,1.915
2010,4,4,1.8653
2010,4,5,1.3166
2010,4,6,1.1724
2010,4,7,1.2737
2010,4,8,1.4441
2010,4,9,1.1434
2010,4,10,1.1995
2010,4,11,1.0025
2010,4,12,1.2127
2010,4,13,1.116
2010,4,14,0.6631
2010,4,15,0.6108
2010,4,16,0.8806
2010,4,17,1.0711
2010,4,18,1.026
2010,4,19,0.9816
2010,4,20,0.8287
2010,4,21,0.8378
2010,4,22,0.5222
2010,4,23,0.54
2010,4,24,0.5134
2010,4,25,0.5695
2010,4,26,0.3686
2010,4,27,0.3874
2010,4,28,0.5237
2010,4,29,0.5078
2010,4,30,0.4409
2010,5,1,0.3552
2010,5,2,0.425
2010,5,3,0.3698
2010,5,4,0.2587
2010,5,5,0.2784
2010,5,6,0.229
2010,5,7,0.2222
2010,5,8,0.2016
2010,5,9,0.2122
2010,5,10,0.216
2010,5,11,0.1937
2010,5,12,0.1092
2010,5,13,0.1231
2010,5,14,0.0982
2010,5,15,0.0893
2010,5,16,0.0854
2010,5,17,0.0907
2010,5,18,0.0955
2010,5,19,0.0566
2010,5,20,0.0552
2010,5,21,0.0506
2010,5,22,0.0566
2010,5,23,0.0451
2010,5,24,0.0288
2010,5,25,0.0276
2010,5,26,0.0252
2010,5,27,0.0221
2010,5,28,0.0182
2010,5,29,0.0106
2010,5,30,0.0089
2010,5,31,0.006
2010,6,1,0.0041
2010,6,2,0.0029
2010,6,3,0.0022
2010,6,4,0.0014
2010,6,5,0.0007
2010,6,6,0.0002
2010,6,7,0.0
2010,6,8,0.0
2010,6,9,0.0
2010,6,10,0.0
2010,6,11,0.0
2010,6,12,0.0
2010,6,13,0.0
2010,6,14,0.0
2010,6,15,0.0
2010,6,16,0.0
2010,6,17,0.0
2010,6,18,0.0
2010,6,19,0.0
2010,6,20,0.0
2010,6,21,0.0
2010,6,22,0.0
2010,6,23,0.0
2010,6,24,0.0
2010,6,25,0.0
2010,6,26,0.0
2010,6,27,0.0
2010,6,28,0.0
2010,6,29,0.0
2010,6,30,0.0
2010,7,1,0.0
2010,7,2,0.0
2010,7,3,0.0
2010,7,4,0.0
2010,7,5,0.0
2010,7,6,0.0
2010,7,7,0.0002
2010,7,8,0.0007
2010,7,9,0.0014
2010,7,10,0.0029
2010,7,11,0.0029
2010,7,12,0.0053
2010,7,13,0.0084
2010,7,14,0.0103
2010,7,15,0.0118
2010,7,16,0.0151
2010,7,17,0.0209
2010,7,18,0.03
2010,7,19,0.031
2010,7,20,0.0403
2010,7,21,0.0504
2010,7,22,0.0576
2010,7,23,0.0506
2010,7,24,0.0638
2010,7,25,0.0838
2010,7,26,0.0761
2010,7,27,0.0787
2010,7,28,0.0818
2010,7,29,0.108
2010,7,30,0.133
2010,7,31,0.1517
2010,8,1,0.1466
2010,8,2,0.1807
2010,8,3,0.2201
2010,8,4,0.1505
2010,8,5,0.2498
2010,8,6,0.2779
2010,8,7,0.2784
2010,8,8,0.2966
2010,8,9,0.2568
2010,8,10,0.2664
2010,8,11,0.2712
2010,8,12,0.3446
2010,8,13,0.3569
2010,8,14,0.4582
2010,8,15,0.522
2010,8,16,0.4162
2010,8,17,0.3403
2010,8,18,0.3686
2010,8,19,0.6535
2010,8,20,0.5342
2010,8,21,0.5477
2010,8,22,0.5299
2010,8,23,0.5633
2010,8,24,0.7008
2010,8,25,0.5887
2010,8,26,0.6905
2010,8,27,0.8642
2010,8,28,1.0368
2010,8,29,1.0682
2010,8,30,0.7874
2010,8,31,1.3574
2010,9,1,1.2132
2010,9,2,0.8448
2010,9,3,1.2374
2010,9,4,1.5878
2010,9,5,1.3572
2010,9,6,1.5886
2010,9,7,1.5674
2010,9,8,1.7011
2010,9,9,1.8502
2010,9,10,1.8245
2010,9,11,1.8768
2010,9,12,1.8449
2010,9,13,2.4809
2010,9,14,1.6591
2010,9,15,1.5408
2010,9,16,1.8703
2010,9,17,2.2133
2010,9,18,2.1792
2010,9,19,2.7994
2010,9,20,2.3575
2010,9,21,2.5001
2010,9,22,2.8968
2010,9,23,2.9086
2010,9,24,2.3724
2010,9,25,3.0578
2010,9,26,3.0134
2010,9,27,3.3938
2010,9,28,2.921
2010,9,29,3.7284
2010,9,30,2.9393
2010,10,1,3.1474
2010,10,2,3.3804
2010,10,3,3.7637
2010,10,4,3.5863
2010,10,5,3.9768
2010,10,6,4.3253
2010,10,7,4.3102
2010,10,8,4.6793
2010,10,9,3.925
2010,10,10,4.3457
2010,10,11,4.7892
2010,10,12,3.9475
2010,10,13,3.8952
2010,10,14,4.4885
2010,10,15,3.5326
2010,10,16,4.7191
2010,10,17,5.197
2010,10,18,5.0218
2010,10,19,5.3592
2010,10,20,4.314
2010,10,21,5.299
2010,10,22,5.7166
2010,10,23,5.0712
2010,10,24,6.0785
2010,10,25,6.3468
2010,10,26,6.3216
2010,10,27,6.4711
2010,10,28,6.239
2010,10,29,6.233
2010,10,30,5.5891
2010,10,31,4.8235
2010,11,1,5.9515
2010,11,2,5.8644
2010,11,3,5.8898
2010,11,4,7.3248
2010,11,5,5.5327
2010,11,6,6.1762
2010,11,7,6.8707
2010,11,8,7.1155
2010,11,9,7.8626
2010,11,10,6.5522
2010,11,11,6.9518
2010,11,12,7.7736
2010,11,13,8.2838
2010,11,14,7.4441
2010,11,15,7.729
2010,11,16,7.7647
2010,11,17,7.8406
2010,11,18,8.4233
2010,11,19,8.8711
2010,11,20,8.2946
2010,11,21,8.4586
2010,11,22,8.359
2010,11,23,8.1854
2010,11,24,7.9301
2010,11,25,8.9232
2010,11,26,9.1097
2010,11,27,9.053
2010,11,28,9.0341
2010,11,29,9.2894
2010,11,30,9.6137
2010,12,1,8.9026
2010,12,2,9.0072
2010,12,3,9.6024
2010,12,4,9.2011
2010,12,5,8.9047
2010,12,6,10.1407
2010,12,7,10.2235
2010,12,8,10.2178
2010,12,9,10.1314
2010,12,10,9.6917
2010,12,11,8.833
2010,12,12,9.264
2010,12,13,8.5596
2010,12,14,8.9834
2010,12,15,9.5875
2010,12,16,8.7862
2010,12,17,8.5164
2010,12,18,9.6211
2010,12,19,9.0799
2010,12,20,8.7552
2010,12,21,9.5659
2010,12,22,8.123
2010,12,23,8.1094
2010,12,24,8.323
2010,12,25,9.2364
2010,12,26,8.5745
2010,12,27,8.6959
2010,12,28,9.0816
2010,12,29,8.5308
2010,12,30,8.7197
2010,12,31,9.7418
2011,1,1,8.9537
2011,1,2,8.3664
2011,1,3,9.2088
2011,1,4,7.0387
2011,1,5,8.1617
2011,1,6,7.0534
2011,1,7,9.0886
2011,1,8,9.6701
2011,1,9,9.6434
2011,1,10,9.8066
2011,1,11,9.3041
2011,1,12,8.8872
2011,1,13,8.7761
2011,1,14,7.6706
2011,1,15,9.2342
2011,1,16,7.8624
2011,1,17,8.5632
2011,1,18,7.7904
2011,1,19,7.0973
2011,1,20,8.4643
2011,1,21,6.4246
2011,1,22,7.1818
2011,1,23,8.3474
2011,1,24,7.626
2011,1,25,6.7541
2011,1,26,8.3803
2011,1,27,8.1674
2011,1,28,7.2132
2011,1,29,6.8386
2011,1,30,5.8728
2011,1,31,7.495
2011,2,1,6.8446
2011,2,2,7.7155
2011,2,3,6.2071
2011,2,4,6.1325
2011,2,5,6.1392
2011,2,6,7.0918
2011,2,7,6.8818
2011,2,8,6.3785
2011,2,9,6.7915
2011,2,10,6.8386
2011,2,11,7.0668
2011,2,12,6.6713
2011,2,13,6.9026
2011,2,14,6.7666
2011,2,15,6.6526
2011,2,16,6.0893
2011,2,17,5.1386
2011,2,18,6.259
2011,2,19,6.0036
2011,2,20,5.9609
2011,2,21,5.9549
2011,2,22,5.9191
2011,2,23,5.3273
2011,2,24,4.6066
2011,2,25,5.5704
2011,2,26,5.4665
2011,2,27,5.3414
2011,2,28,5.1377
2011,3,1,4.2866
2011,3,2,4.2418
2011,3,3,3.5453
2011,3,4,3.8818
2011,3,5,4.6745
2011,3,6,3.0214
2011,3,7,4.0306
2011,3,8,4.0764
2011,3,9,3.9439
2011,3,10,3.7418
2011,3,11,3.8462
2011,3,12,3.9802
2011,3,13,3.1963
2011,3,14,3.744
2011,3,15,3.2182
2011,3,16,2.3774
2011,3,17,2.5387
2011,3,18,2.737
2011,3,19,2.8726
2011,3,20,2.604
2011,3,21,2.6767
2011,3,22,2.7862
2011,3,23,2.6522
2011,3,24,2.3878
2011,3,25,2.7127
2011,3,26,2.5594
2011,3,27,2.5922
2011,3,28,2.4466
2011,3,29,1.9042
2011,3,30,1.7026
2011,3,31,1.9234
2011,4,1,1.4993
2011,4,2,1.6582
2011,4,3,1.9579
2011,4,4,1.4299
2011,4,5,1.7266
2011,4,6,1.073
2011,4,7,0.965
2011,4,8,1.2598
2011,4,9,1.9118
2011,4,10,1.1878
2011,4,11,1.345
2011,4,12,1.3951
2011,4,13,0.9463
2011,4,14,1.17
2011,4,15,1.1453
2011,4,16,1.1374
2011,4,17,1.092
2011,4,18,1.0654
2011,4,19,0.9725
2011,4,20,0.8765
2011,4,21,0.7438
2011,4,22,0.7805
2011,4,23,0.7853
2011,4,24,0.6655
2011,4,25,0.3934
2011,4,26,0.5006
2011,4,27,0.5352
2011,4,28,0.6554
2011,4,29,0.539
2011,4,30,0.4733
2011,5,1,0.414
2011,5,2,0.3326
2011,5,3,0.3252
2011,5,4,0.277
2011,5,5,0.3401
2011,5,6,0.1615
2011,5,7,0.1769
2011,5,8,0.173
2011,5,9,0.1457
2011,5,10,0.155
2011,5,11,0.174
2011,5,12,0.1788
2011,5,13,0.1318
2011,5,14,0.1188
2011,5,15,0.1296
2011,5,16,0.119
2011,5,17,0.0854
2011,5,18,0.0689
2011,5,19,0.066
2011,5,20,0.0718
2011,5,21,0.06
2011,5,22,0.0497
2011,5,23,0.0326
2011,5,24,0.0355
2011,5,25,0.0336
2011,5,26,0.0211
2011,5,27,0.0166
2011,5,28,0.0158
2011,5,29,0.0154
2011,5,30,0.0115
2011,5,31,0.006
2011,6,1,0.0038
2011,6,2,0.0024
2011,6,3,0.0014
2011,6,4,0.0012
2011,6,5,0.0005
2011,6,6,0.0002
2011,6,7,0.0
2011,6,8,0.0
2011,6,9,0.0
2011,6,10,0.0
2011,6,11,0.0
2011,6,12,0.0
2011,6,13,0.0
2011,6,14,0.0
2011,6,15,0.0
2011,6,16,0.0
2011,6,17,0.0
2011,6,18,0.0
2011,6,19,0.0
2011,6,20,0.0
2011,6,21,0.0
2011,6,22,0.0
2011,6,23,0.0
2011,6,24,0.0
2011,6,25,0.0
2011,6,26,0.0
2011,6,27,0.0
2011,6,28,0.0
2011,6,29,0.0
2011,6,30,0.0
2011,7,1,0.0
2011,7,2,0.0
2011,7,3,0.0
2011,7,4,0.0
2011,7,5,0.0
2011,7,6,0.0
2011,7,7,0.0002
2011,7,8,0.0007
2011,7,9,0.0012
2011,7,10,0.0019
2011,7,11,0.0029
2011,7,12,0.0058
2011,7,13,0.0086
2011,7,14,0.0096
2011,7,15,0.0127
2011,7,16,0.0132
2011,7,17,0.0185
2011,7,18,0.0254
2011,7,19,0.0336
2011,7,20,0.0348
2011,7,21,0.0456
2011,7,22,0.0434
2011,7,23,0.0432
2011,7,24,0.0542
2011,7,25,0.0655
2011,7,26,0.0761
2011,7,27,0.0754
2011,7,28,0.0864
2011,7,29,0.0864
2011,7,30,0.1078
2011,7,31,0.1318
2011,8,1,0.1874
2011,8,2,0.1522
2011,8,3,0.2321
2011,8,4,0.2734
2011,8,5,0.1786
2011,8,6,0.2506
2011,8,7,0.2076
2011,8,8,0.3511
2011,8,9,0.3782
2011,8,10,0.4634
2011,8,11,0.2136
2011,8,12,0.271
2011,8,13,0.3768
2011,8,14,0.3408
2011,8,15,0.51
2011,8,16,0.5885
2011,8,17,0.535
2011,8,18,0.6494
2011,8,19,0.6542
2011,8,20,0.4399
2011,8,21,0.6955
2011,8,22,0.6754
2011,8,23,0.917
2011,8,24,0.9182
2011,8,25,0.997
2011,8,26,0.9122
2011,8,27,0.9103
2011,8,28,1.1378
2011,8,29,0.9096
2011,8,30,1.115
2011,8,31,1.2595
2011,9,1,1.1513
2011,9,2,1.315
2011,9,3,1.4477
2011,9,4,1.4878
2011,9,5,1.3234
2011,9,6,1.2794
2011,9,7,2.1982
2011,9,8,1.7374
2011,9,9,1.8823
2011,9,10,1.9966
2011,9,11,1.7952
2011,9,12,2.0177
2011,9,13,1.9613
2011,9,14,2.3009
2011,9,15,1.9759
2011,9,16,2.172
2011,9,17,2.4581
2011,9,18,2.3882
2011,9,19,2.6779
2011,9,20,2.2512
2011,9,21,2.5205
2011,9,22,2.9342
2011,9,23,2.7732
2011,9,24,2.5567
2011,9,25,3.1126
2011,9,26,2.7948
2011,9,27,2.8512
2011,9,28,3.2462
2011,9,29,3.7001
2011,9,30,3.7558
2011,10,1,3.8426
2011,10,2,3.6703
2011,10,3,3.7027
2011,10,4,4.0243
2011,10,5,4.069
2011,10,6,4.2602
2011,10,7,4.3961
2011,10,8,4.3603
2011,10,9,3.527
2011,10,10,4.4414
2011,10,11,4.3298
2011,10,12,4.3202
2011,10,13,4.4105
2011,10,14,4.5494
2011,10,15,4.5617
2011,10,16,4.7952
2011,10,17,5.1122
2011,10,18,5.2553
2011,10,19,5.502
2011,10,20,5.2188
2011,10,21,5.7098
2011,10,22,5.1079
2011,10,23,4.813
2011,10,24,5.9057
2011,10,25,6.2266
2011,10,26,6.179
2011,10,27,6.4781
2011,10,28,6.2664
2011,10,29,6.5916
2011,10,30,6.7138
2011,10,31,6.5542
2011,11,1,6.6074
2011,11,2,7.175
2011,11,3,7.3526
2011,11,4,7.1441
2011,11,5,6.3857
2011,11,6,6.2983
2011,11,7,7.075
2011,11,8,5.9854
2011,11,9,6.4615
2011,11,10,7.0262
2011,11,11,6.971
2011,11,12,7.2922
2011,11,13,7.5427
2011,11,14,7.9502
2011,11,15,8.2327
2011,11,16,7.1345
2011,11,17,8.2622
2011,11,18,7.7849
2011,11,19,8.0112
2011,11,20,8.7631
2011,11,21,8.2325
2011,11,22,6.9905
2011,11,23,7.2058
2011,11,24,7.5038
2011,11,25,8.3069
2011,11,26,8.976
2011,11,27,8.521
2011,11,28,8.1713
2011,11,29,9.0269
2011,11,30,8.3575
2011,12,1,8.0251
2011,12,2,8.9318
2011,12,3,8.5762
2011,12,4,9.2534
2011,12,5,8.4626
2011,12,6,10.0056
2011,12,7,10.1347
2011,12,8,10.1503
2011,12,9,9.6518
2011,12,10,10.1038
2011,12,11,10.1258
2011,12,12,10.3306
2011,12,13,10.1602
2011,12,14,10.1486
2011,12,15,10.2715
2011,12,16,10.2965
2011,12,17,9.5198
2011,12,18,9.8398
2011,12,19,9.6468
2011,12,20,10.1746
2011,12,21,9.8959
2011,12,22,8.3974
2011,12,23,7.5127
2011,12,24,9.4754
2011,12,25,8.309
2011,12,26,9.8736
2011,12,27,9.6677
2011,12,28,8.7065
2011,12,29,8.7302
2011,12,30,9.7798
2011,12,31,7.4184
2012,1,1,9.8501
2012,1,2,6.2606
2012,1,3,4.5197
2012,1,4,4.7098
2012,1,5,4.087
2012,1,6,5.8682
2012,1,7,7.8715
2012,1,8,6.3264
2012,1,9,6.6288
2012,1,10,4.8905
2012,1,11,9.1452
2012,1,12,8.9669
2012,1,13,9.0641
2012,1,14,6.0929
2012,1,15,6.8206
2012,1,16,8.0102
2012,1,17,6.8719
2012,1,18,6.2633
2012,1,19,7.475
2012,1,20,7.0058
2012,1,21,7.8991
2012,1,22,7.4806
2012,1,23,8.333
2012,1,24,7.8458
2012,1,25,8.3966
2012,1,26,6.6967
2012,1,27,6.0319
2012,1,28,6.7757
2012,1,29,7.9872
2012,1,30,7.5338
2012,1,31,7.4815
2012,2,1,6.3403
2012,2,2,6.0571
2012,2,3,4.2295
2012,2,4,3.907
2012,2,5,4.9622
2012,2,6,6.8496
2012,2,7,4.3687
2012,2,8,5.3249
2012,2,9,5.2044
2012,2,10,6.7094
2012,2,11,6.6955
2012,2,12,6.5006
2012,2,13,6.3451
2012,2,14,6.4802
2012,2,15,6.4433
2012,2,16,5.8078
2012,2,17,3.2266
2012,2,18,3.9125
2012,2,19,5.1938
2012,2,20,5.2253
2012,2,21,4.4268
2012,2,22,2.5867
2012,2,23,4.7011
2012,2,24,3.9329
2012,2,25,2.2668
2012,2,26,2.0076
2012,2,27,1.9764
2012,2,28,3.8249
2012,2,29,3.5734
2012,3,1,3.9509
2012,3,2,4.6546
2012,3,3,3.8995
2012,3,4,2.6664
2012,3,5,2.286
2012,3,6,3.2496
2012,3,7,2.7158
2012,3,8,3.319
2012,3,9,2.7386
2012,3,10,3.1428
2012,3,11,3.0024
2012,3,12,2.7235
2012,3,13,3.533
2012,3,14,3.5357
2012,3,15,3.1414
2012,3,16,3.1639
2012,3,17,3.1217
2012,3,18,2.831
2012,3,19,1.6582
2012,3,20,2.322
2012,3,21,2.1499
2012,3,22,2.6088
2012,3,23,2.7634
2012,3,24,1.8144
2012,3,25,2.3326
2012,3,26,2.4847
2012,3,27,2.4288
2012,3,28,1.6042
2012,3,29,0.9751
2012,3,30,1.3906
2012,3,31,2.0057
2012,4,1,1.7587
2012,4,2,1.9769
2012,4,3,1.771
2012,4,4,1.5058
2012,4,5,1.0231
2012,4,6,1.3226
2012,4,7,1.4515
2012,4,8,1.1726
2012,4,9,1.0133
2012,4,10,0.8851
2012,4,11,1.3272
2012,4,12,0.7178
2012,4,13,0.8134
2012,4,14,1.1191
2012,4,15,1.0872
2012,4,16,0.6113
2012,4,17,0.5964
2012,4,18,0.594
2012,4,19,0.671
2012,4,20,0.7747
2012,4,21,0.6473
2012,4,22,0.7517
2012,4,23,0.5434
2012,4,24,0.4846
2012,4,25,0.5033
2012,4,26,0.5868
2012,4,27,0.3266
2012,4,28,0.522
2012,4,29,0.468
2012,4,30,0.3955
2012,5,1,0.3624
2012,5,2,0.3686
2012,5,3,0.3682
2012,5,4,0.3329
2012,5,5,0.3074
2012,5,6,0.1642
2012,5,7,0.1519
2012,5,8,0.1942
2012,5,9,0.2074
2012,5,10,0.2045
2012,5,11,0.1817
2012,5,12,0.1044
2012,5,13,0.1162
2012,5,14,0.1109
2012,5,15,0.1313
2012,5,16,0.0845
2012,5,17,0.0715
2012,5,18,0.078
2012,5,19,0.0614
2012,5,20,0.0586
2012,5,21,0.043
2012,5,22,0.0516
2012,5,23,0.0302
2012,5,24,0.037
2012,5,25,0.0314
2012,5,26,0.0211
2012,5,27,0.0194
2012,5,28,0.0144
2012,5,29,0.0091
2012,5,30,0.0084
2012,5,31,0.006
2012,6,1,0.0043
2012,6,2,0.0029
2012,6,3,0.0019
2012,6,4,0.001
2012,6,5,0.0005
2012,6,6,0.0
2012,6,7,0.0
2012,6,8,0.0
2012,6,9,0.0
2012,6,10,0.0
2012,6,11,0.0
2012,6,12,0.0
2012,6,13,0.0
2012,6,14,0.0
2012,6,15,0.0
2012,6,16,0.0
2012,6,17,0.0
2012,6,18,0.0
2012,6,19,0.0
2012,6,20,0.0
2012,6,21,0.0
2012,6,22,0.0
2012,6,23,0.0
2012,6,24,0.0
2012,6,25,0.0
2012,6,26,0.0
2012,6,27,0.0
2012,6,28,0.0
2012,6,29,0.0
2012,6,30,0.0
2012,7,1,0.0
2012,7,2,0.0
2012,7,3,0.0
2012,7,4,0.0
2012,7,5,0.0
2012,7,6,0.0002
2012,7,7,0.0007
2012,7,8,0.0014
2012,7,9,0.0022
2012,7,10,0.0029
2012,7,11,0.0048
2012,7,12,0.007
2012,7,13,0.0074
2012,7,14,0.0115
2012,7,15,0.0137
2012,7,16,0.0137
2012,7,17,0.0233
2012,7,18,0.0245
2012,7,19,0.0305
2012,7,20,0.0427
2012,7,21,0.0343
2012,7,22,0.0576
2012,7,23,0.0581
2012,7,24,0.066
2012,7,25,0.0802
2012,7,26,0.0835
2012,7,27,0.0912
2012,7,28,0.1195
2012,7,29,0.1298
2012,7,30,0.1426
2012,7,31,0.1205
2012,8,1,0.2021
2012,8,2,0.168
2012,8,3,0.186
2012,8,4,0.2021
2012,8,5,0.2014
2012,8,6,0.228
2012,8,7,0.3466
2012,8,8,0.2738
2012,8,9,0.324
2012,8,10,0.3991
2012,8,11,0.2654
2012,8,12,0.3382
2012,8,13,0.3163
2012,8,14,0.367
2012,8,15,0.4466
2012,8,16,0.6132
2012,8,17,0.5794
2012,8,18,0.4534
2012,8,19,0.6545
2012,8,20,0.7531
2012,8,21,0.768
2012,8,22,0.851
2012,8,23,0.6526
2012,8,24,0.7788
2012,8,25,0.5926
2012,8,26,0.798
2012,8,27,0.9737
2012,8,28,0.9062
2012,8,29,1.0109
2012,8,30,1.1842
2012,8,31,1.3728
2012,9,1,1.3438
2012,9,2,1.0721
2012,9,3,1.3961
2012,9,4,1.4854
2012,9,5,1.2278
2012,9,6,1.8331
2012,9,7,1.6438
2012,9,8,1.8149
2012,9,9,1.9162
2012,9,10,1.6898
2012,9,11,1.9896
2012,9,12,2.0136
2012,9,13,2.1379
2012,9,14,2.3278
2012,9,15,2.341
2012,9,16,2.3513
2012,9,17,2.2193
2012,9,18,2.6693
2012,9,19,2.6707
2012,9,20,2.8325
2012,9,21,2.9981
2012,9,22,3.0389
2012,9,23,2.5258
2012,9,24,3.0629
2012,9,25,2.1324
2012,9,26,2.5046
2012,9,27,1.9366
2012,9,28,3.3156
2012,9,29,3.5508
2012,9,30,3.5978
2012,10,1,2.7941
2012,10,2,3.0595
2012,10,3,3.5705
2012,10,4,3.8218
2012,10,5,3.7591
2012,10,6,3.8657
2012,10,7,4.3469
2012,10,8,3.816
2012,10,9,4.3385
2012,10,10,4.727
2012,10,11,4.3937
2012,10,12,3.5258
2012,10,13,4.8763
2012,10,14,5.0947
2012,10,15,4.7314
2012,10,16,5.0762
2012,10,17,5.4072
2012,10,18,5.3988
2012,10,19,5.1725
2012,10,20,4.9961
2012,10,21,5.0954
2012,10,22,5.5598
2012,10,23,4.5262
2012,10,24,5.9705
2012,10,25,5.5006
2012,10,26,6.3355
2012,10,27,4.6994
2012,10,28,5.9582
2012,10,29,6.8662
2012,10,30,6.9206
2012,10,31,6.433
2012,11,1,6.6379
2012,11,2,7.1014
2012,11,3,7.0039
2012,11,4,6.9242
2012,11,5,7.5091
2012,11,6,7.7107
2012,11,7,7.7827
2012,11,8,7.5007
2012,11,9,8.3892
2012,11,10,6.9886
2012,11,11,7.5487
2012,11,12,7.0358
2012,11,13,8.0232
2012,11,14,8.4998
2012,11,15,8.2747
2012,11,16,7.2463
2012,11,17,7.6308
2012,11,18,7.3613
2012,11,19,7.3841
2012,11,20,7.1827
2012,11,21,7.2161
2012,11,22,7.7436
2012,11,23,8.8906
2012,11,24,9.1027
2012,11,25,9.2234
2012,11,26,8.0446
2012,11,27,8.165
2012,11,28,8.1235
2012,11,29,7.7628
2012,11,30,8.2718
2012,12,1,9.3701
2012,12,2,8.4689
2012,12,3,7.4402
2012,12,4,9.427
2012,12,5,9.2657
2012,12,6,8.5222
2012,12,7,9.6907
2012,12,8,8.945
2012,12,9,8.6527
2012,12,10,9.7716
2012,12,11,6.1433
2012,12,12,7.6342
2012,12,13,7.8029
2012,12,14,7.4191
2012,12,15,8.4362
2012,12,16,8.1806
2012,12,17,8.6155
2012,12,18,9.6187
2012,12,19,7.5178
2012,12,20,6.943
2012,12,21,9.1358
2012,12,22,9.7327
2012,12,23,10.0594
2012,12,24,9.1358
2012,12,25,9.7181
2012,12,26,9.5614
2012,12,27,9.6158
2012,12,28,9.7306
2012,12,29,8.777
2012,12,30,9.618
2012,12,31,9.9996
2013,1,1,10.1189
2013,1,2,7.6356
2013,1,3,4.7102
2013,1,4,7.1098
2013,1,5,7.0411
2013,1,6,6.4879
2013,1,7,4.2434
2013,1,8,5.1588
2013,1,9,4.9495
2013,1,10,6.1423
2013,1,11,5.8524
2013,1,12,7.7666
2013,1,13,7.7731
2013,1,14,6.235
2013,1,15,6.4757
2013,1,16,4.7916
2013,1,17,6.6348
2013,1,18,6.1118
2013,1,19,8.6136
2013,1,20,6.4394
2013,1,21,8.4343
2013,1,22,6.3864
2013,1,23,4.9056
